run_id,delta_vs_baseline,seed,timesteps,training_seconds,reward_mean,reward_std,success_final_rate,success_fraction_mean,final_distance_mean
20260924T191409548432Z_full,none,42,100000,4068.6709648440005,-0.5596770841080532,0.11695094170124724,1.0,0.968,0.007956983135557563
