#{"t_start": 1789174276.729187, "env_id": "FetchReachDense-v4"}
r,l,t,is_success
-0.908258,50,83.596673,1.0
-0.843267,50,83.771204,1.0
-1.040596,50,83.935766,1.0
-0.94785,50,84.103169,1.0
-0.990669,50,84.272739,1.0
-0.993891,50,84.445718,1.0
-0.800839,50,84.618046,1.0
-0.95628,50,84.788239,1.0
-0.870144,50,84.983035,1.0
-0.881479,50,85.167118,1.0
-0.928184,50,85.35937,1.0
-0.838368,50,85.541959,1.0
-0.680128,50,85.721544,1.0
-0.948178,50,85.896424,1.0
-0.763794,50,86.066943,1.0
-0.878519,50,86.243691,1.0
-0.994778,50,86.445192,1.0
-1.021937,50,86.640224,1.0
-1.03832,50,86.808147,1.0
-0.943792,50,86.97316,1.0
-1.00714,50,87.135645,1.0
-0.956264,50,87.31643,1.0
-0.997993,50,87.50604,1.0
-0.540856,50,87.684577,1.0
-0.856268,50,87.856146,1.0
-0.886684,50,88.028088,1.0
-0.879723,50,88.203166,1.0
-0.673626,50,88.391962,1.0
-0.992513,50,88.578857,1.0
-0.691043,50,88.769329,1.0
-0.99358,50,88.948212,1.0
-0.597835,50,89.125582,1.0
-1.042599,50,89.309528,1.0
-1.076816,50,89.482008,1.0
-0.754949,50,89.646601,1.0
-1.378228,50,89.821316,1.0
-1.505071,50,89.987562,1.0
-1.360911,50,90.149249,1.0
-2.079863,50,90.332149,1.0
-1.546061,50,90.507548,1.0
-0.771539,50,90.679773,1.0
-1.08673,50,90.864312,1.0
-0.925237,50,91.049125,1.0
-1.215794,50,91.233138,1.0
-0.935536,50,91.396121,1.0
-0.821458,50,91.571771,1.0
-0.843579,50,91.743664,1.0
-0.853024,50,91.910565,1.0
-0.800768,50,92.07825,1.0
-0.737911,50,92.242674,1.0
-0.707603,50,92.411469,1.0
-1.282418,50,92.581774,1.0
-0.827914,50,92.749541,1.0
-1.149183,50,92.922371,1.0
-1.030967,50,93.090124,1.0
-0.853261,50,93.255365,1.0
-0.949096,50,93.425986,1.0
-0.656905,50,93.59343,1.0
-0.926838,50,93.760144,1.0
-0.690426,50,93.925497,1.0
-0.951538,50,94.090491,1.0
-1.16466,50,94.257789,1.0
-0.963986,50,94.421511,1.0
-1.214531,50,94.587792,1.0
-1.581624,50,94.75442,1.0
-0.83715,50,94.920196,1.0
-1.310865,50,95.084623,1.0
-1.271244,50,95.25277,1.0
-0.939481,50,95.425302,1.0
-1.163197,50,95.589876,1.0
-1.361791,50,95.756215,1.0
-1.195249,50,95.921986,1.0
-0.761071,50,96.087244,1.0
-1.075204,50,96.256246,1.0
-0.653883,50,96.418824,1.0
-0.839276,50,96.594132,1.0
-1.310755,50,96.765917,1.0
-1.505981,50,96.934727,1.0
-1.097065,50,97.098702,1.0
-0.877805,50,97.266362,1.0
-1.623853,50,97.441463,1.0
-0.966165,50,97.605806,1.0
-0.584751,50,97.771056,1.0
-0.612703,50,97.93573,1.0
-0.991822,50,98.100374,1.0
-0.890689,50,98.266725,1.0
-0.871365,50,98.427766,1.0
-0.95847,50,98.6018,1.0
-1.230465,50,98.776351,1.0
-1.202936,50,98.949477,1.0
-0.588721,50,99.113606,1.0
-1.291729,50,99.275441,1.0
-0.585079,50,99.439186,1.0
-0.807726,50,99.604134,1.0
-0.870525,50,99.77263,1.0
-0.724506,50,99.939537,1.0
-0.947582,50,100.107095,1.0
-0.936074,50,100.272932,1.0
-0.674761,50,100.438943,1.0
-0.520964,50,100.603057,1.0
-0.678537,50,101.001879,1.0
-1.352388,50,101.165184,1.0
-0.932237,50,101.333374,1.0
-0.785749,50,101.505761,1.0
-0.957114,50,101.677318,1.0
-0.723313,50,101.845052,1.0
-0.72258,50,102.014416,1.0
-0.561694,50,102.186411,1.0
-0.871821,50,102.353166,1.0
-1.112452,50,102.516735,1.0
-0.864358,50,102.685358,1.0
-0.787844,50,102.857327,1.0
-1.926892,50,103.027237,1.0
-1.548001,50,103.199386,1.0
-1.356454,50,103.373477,1.0
-0.772537,50,103.547431,1.0
-0.756207,50,103.718967,1.0
-1.621683,50,103.88447,1.0
-1.785111,50,104.049053,1.0
-0.623347,50,104.217539,1.0
-1.191228,50,104.387853,1.0
-0.799489,50,104.55737,1.0
-1.185198,50,104.730586,1.0
