#{"t_start": 1789168584.9362738, "env_id": "AdroitHandDoor-v1"}
r,l,t
-41.434459,200,1141.991951
-40.9928,200,1143.098354
-41.778292,200,1144.208046
-41.395805,200,1145.314513
-42.49629,200,1146.423577
-43.036626,200,1147.534473
-42.314009,200,1148.640515
-43.078486,200,1149.751718
-42.002778,200,1150.869474
-42.061516,200,1151.972377
-42.154954,200,1153.084988
-43.369488,200,1154.187168
-42.42282,200,1155.294835
-42.787563,200,1156.400898
-42.804534,200,1157.503543
-42.145935,200,1158.603596
-41.903338,200,1159.696601
-42.69881,200,1160.803873
-41.738904,200,1161.914737
-42.186747,200,1163.019287
-41.00043,200,1164.129044
-39.678025,200,1165.238053
-40.156296,200,1166.351008
-39.741154,200,1167.457986
-40.412073,200,1168.556301
-41.197395,200,1169.657938
-41.725808,200,1170.770891
-40.619742,200,1171.880291
-40.775713,200,1172.98391
-42.480657,200,1174.091768
-41.650057,200,1175.203547
-41.587361,200,1176.315247
-40.373151,200,1177.429863
-40.816149,200,1178.546834
-40.536497,200,1179.703623
-40.788652,200,1180.833447
-40.458372,200,1181.945094
-41.08518,200,1183.066074
-34.189033,200,1184.191812
-37.591868,200,1185.353899
-34.050152,200,1186.468694
-40.79042,200,1187.576067
-38.903785,200,1188.728954
-40.665457,200,1189.840162
-37.445643,200,1190.980537
-38.173371,200,1192.104692
-36.68509,200,1193.25512
-37.689635,200,1194.39972
-37.7139,200,1195.510166
-37.639254,200,1196.646512
-37.358402,200,1197.751469
-39.955347,200,1198.852222
-41.548605,200,1199.98143
-39.951278,200,1201.116156
-39.824591,200,1202.305837
-39.902704,200,1203.526039
-41.346233,200,1204.733284
-41.575261,200,1205.952772
-40.604741,200,1207.175582
-39.791719,200,1208.410455
-40.314685,200,1209.621376
-40.600375,200,1210.850733
-41.237616,200,1212.004807
-40.967084,200,1213.207241
-40.458388,200,1214.356407
-41.312353,200,1215.521353
-43.88946,200,1216.64309
2971.105001,200,1217.74836
-43.623928,200,1218.865508
-43.573228,200,1220.005389
-44.243289,200,1221.126904
224.013986,200,1222.308386
38.715157,200,1224.137393
-46.921899,200,1225.287127
54.870395,200,1226.430484
-46.246228,200,1227.546357
-48.17282,200,1228.666635
-43.374225,200,1229.782
-45.231646,200,1230.909389
-46.734077,200,1232.033403
2305.796471,200,1233.152925
-43.973819,200,1234.269969
-46.021781,200,1235.398878
-41.628986,200,1236.519233
123.48596,200,1237.668932
-45.047885,200,1238.789253
-42.521289,200,1239.901495
72.876836,200,1241.023701
2928.170866,200,1242.135856
-43.293532,200,1243.30578
-46.204741,200,1244.432705
-45.226671,200,1245.55332
-45.804396,200,1246.682865
-45.238765,200,1247.806038
-46.911918,200,1248.935272
-11.103141,200,1250.059888
312.259192,200,1251.18531
-42.016326,200,1252.348744
-43.656787,200,1253.492282
-44.724322,200,1254.614405
292.921333,200,1255.735091
-45.51943,200,1256.947677
331.517966,200,1258.091899
-44.922077,200,1259.300244
-46.655623,200,1260.423577
-44.411813,200,1261.602266
-46.798094,200,1262.776963
1065.918134,200,1263.89892
1087.290118,200,1265.093428
355.985769,200,1266.265547
-46.07712,200,1267.449963
-9.151419,200,1268.652125
-44.838248,200,1269.832619
-43.297701,200,1270.956173
272.165234,200,1272.162556
-48.785053,200,1273.294446
1547.697978,200,1274.412207
-43.556903,200,1275.523251
-45.688638,200,1276.645578
-48.456979,200,1277.782382
-47.943441,200,1278.911891
-42.398886,200,1280.030372
-43.289393,200,1281.162
-42.465477,200,1282.292815
-38.388153,200,1283.420051
933.18939,200,1284.530596
-42.99973,200,1285.645805
-43.62291,200,1286.765834
-47.228753,200,1287.900261
-46.880503,200,1289.035189
-45.57852,200,1290.147631
-47.525391,200,1291.263592
-45.64531,200,1292.376673
-46.27076,200,1293.495799
-44.248593,200,1294.602008
-44.391025,200,1295.717396
1100.918844,200,1296.833699
240.132441,200,1297.954109
177.252721,200,1299.096574
-44.554115,200,1300.227096
-45.057841,200,1301.371916
-45.31288,200,1302.49824
-45.90673,200,1303.693592
-45.46963,200,1304.8818
226.830179,200,1306.174649
-44.220615,200,1307.303031
-44.433533,200,1308.507806
41.701967,200,1309.635041
-46.316893,200,1310.795766
-40.866418,200,1311.920632
1014.763102,200,1313.045217
-44.733183,200,1314.173479
-46.717663,200,1315.30682
-45.14606,200,1316.429404
-46.440395,200,1317.559875
-43.317331,200,1318.714385
-44.977773,200,1319.915252
-45.463609,200,1321.116631
-43.494241,200,1322.24367
-44.989343,200,1323.406568
-46.59353,200,1324.536555
290.283084,200,1325.671081
293.421436,200,1326.785964
147.955635,200,1327.926377
-40.945957,200,1329.065842
1209.986071,200,1330.182541
283.89687,200,1331.295392
-47.33387,200,1332.423325
-46.962159,200,1333.574412
-46.414863,200,1334.697302
-46.166516,200,1335.807808
-46.57991,200,1336.935749
-43.974177,200,1338.041528
-45.60458,200,1339.160455
-44.691586,200,1340.268674
-43.235388,200,1341.370581
-45.492565,200,1342.487733
-43.334898,200,1343.593511
-41.864327,200,1344.745754
-46.570616,200,1345.958738
-41.001551,200,1347.077913
-47.21096,200,1348.203194
-47.038803,200,1349.349973
946.957374,200,1350.490541
-46.333931,200,1351.63935
-42.988613,200,1352.77911
301.060353,200,1353.895271
-33.881981,200,1354.997572
-47.046811,200,1356.173677
-46.598881,200,1357.394093
-44.284963,200,1358.556692
-47.870849,200,1359.739085
20.367532,200,1360.876809
74.956958,200,1362.050984
-40.301908,200,1363.210786
38.623713,200,1364.40966
-46.758749,200,1365.591902
110.510881,200,1367.236013
-43.113305,200,1368.354386
-45.992793,200,1369.472302
-43.665569,200,1370.587395
-45.344143,200,1371.703032
1496.694327,200,1372.819693
-46.297628,200,1373.942881
-45.01291,200,1375.055337
-43.863381,200,1376.17269
-44.07214,200,1377.284392
-46.36073,200,1378.475817
-46.021153,200,1379.726856
-46.298232,200,1380.92876
253.546729,200,1382.051798
286.554648,200,1383.158697
277.203243,200,1384.270709
3114.276303,200,1385.385084
-45.397093,200,1386.509992
263.714179,200,1387.627711
-44.394653,200,1388.80553
-45.405397,200,1389.923407
-44.505831,200,1391.035294
-45.873672,200,1392.150964
218.168774,200,1393.307124
-46.466868,200,1394.414591
-43.557436,200,1395.509266
144.165031,200,1396.614878
252.496758,200,1397.714436
-47.097382,200,1398.897233
2350.72117,200,1399.998911
-44.966609,200,1401.179767
1208.571592,200,1402.305206
-47.556994,200,1403.445682
-36.221831,200,1404.585459
2275.325241,200,1405.695208
520.996804,200,1406.911549
-42.174849,200,1408.023563
-41.365702,200,1409.160018
263.579574,200,1410.282231
-44.323748,200,1411.464986
1621.83349,200,1412.594429
80.3904,200,1413.714064
153.413701,200,1414.842628
627.22939,200,1415.963728
144.55499,200,1417.090354
672.973385,200,1418.198387
467.240024,200,1419.341292
-47.583981,200,1420.45708
114.788509,200,1421.576061
-46.079454,200,1422.705228
-41.023367,200,1423.851231
2646.444082,200,1424.963082
368.075675,200,1426.069383
-46.26864,200,1427.187739
1331.452889,200,1428.302048
277.896031,200,1429.417783
11.110393,200,1430.546236
31.691889,200,1431.680021
116.949587,200,1432.804248
-43.374579,200,1433.921485
-41.270603,200,1435.12584
-45.795551,200,1436.256634
2270.232663,200,1437.374208
1461.497887,200,1438.499005
980.504779,200,1439.624415
253.643021,200,1440.745008
-45.060951,200,1441.88676
338.779218,200,1443.119913
2054.899117,200,1444.229435
1915.006448,200,1445.349915
-48.674478,200,1446.48682
-46.451414,200,1447.616186
735.834109,200,1448.759196
35.235672,200,1449.880896
-44.25762,200,1451.013148
-44.288996,200,1452.132676
-46.383975,200,1453.255795
-45.901743,200,1454.376566
2314.574371,200,1455.495092
-45.748304,200,1456.675644
-48.234971,200,1457.805323
-41.361737,200,1458.930835
-45.723395,200,1460.113201
-45.078005,200,1461.301915
-47.637175,200,1462.450611
-43.166894,200,1463.573544
107.925899,200,1464.746954
281.635781,200,1465.899661
2027.715518,200,1467.013766
-45.29801,200,1468.135003
0.865465,200,1469.255311
-46.318835,200,1470.452758
-46.367508,200,1471.628046
-45.796278,200,1472.806763
-41.579189,200,1474.016429
1173.23315,200,1475.155518
2203.929997,200,1476.272198
-46.023446,200,1477.405655
250.226695,200,1478.520965
-45.870129,200,1479.682023
1693.05225,200,1480.820068
1865.529672,200,1481.939023
-44.746495,200,1483.047447
-45.384559,200,1484.234482
-45.824423,200,1485.438508
-32.270095,200,1486.547781
-36.22335,200,1487.698909
-41.352045,200,1488.847902
-44.240185,200,1489.965777
405.455517,200,1491.086063
-42.117763,200,1492.193576
-43.940189,200,1493.388855
-45.629551,200,1494.589191
2122.790828,200,1495.69654
2377.876547,200,1496.829172
-45.481549,200,1498.012196
-39.405869,200,1499.141297
-42.049047,200,1500.328693
-48.405673,200,1501.466434
251.701612,200,1502.571312
-46.533942,200,1503.695837
2626.644196,200,1504.824339
1529.780607,200,1505.949305
-37.573117,200,1507.0582
-42.167058,200,1508.191331
-45.556698,200,1510.164939
-39.555833,200,1511.263643
-35.04814,200,1512.36723
-35.397834,200,1513.476375
-34.244473,200,1514.580983
-44.658191,200,1515.740425
-45.952089,200,1516.850575
76.821254,200,1518.080406
-45.538055,200,1519.403382
2441.072997,200,1520.531187
127.960577,200,1521.650388
-45.226064,200,1522.769351
293.018221,200,1523.881437
113.681815,200,1525.002189
1893.346468,200,1526.136372
-48.772211,200,1527.260866
-38.891476,200,1528.377238
287.054712,200,1529.520216
2975.55839,200,1530.627933
-45.793158,200,1531.905006
-48.845916,200,1533.021318
-45.806349,200,1534.168353
2295.455317,200,1535.274953
-46.390122,200,1536.396723
-48.329712,200,1537.522278
-47.320215,200,1538.754168
388.836777,200,1539.923395
3074.463069,200,1541.031478
83.515904,200,1542.154736
-46.971598,200,1543.281319
-42.907465,200,1544.393393
65.326191,200,1545.531986
-43.914314,200,1546.649387
-42.171679,200,1547.757445
-26.593802,200,1548.888511
2579.764192,200,1550.001478
3035.4692,200,1551.111239
69.249307,200,1552.265232
2077.392536,200,1553.380766
-48.146333,200,1554.498532
506.474909,200,1555.617355
-40.720417,200,1556.733308
-40.768249,200,1557.861062
-47.334376,200,1559.018677
1047.47524,200,1560.197894
-47.795205,200,1561.316376
-47.919442,200,1562.44402
1033.556413,200,1563.554875
-46.29036,200,1564.748933
-49.404077,200,1565.879807
3019.660405,200,1566.988057
2953.368154,200,1568.099086
2586.755022,200,1569.205648
469.455528,200,1570.328605
-47.915633,200,1571.455324
54.551776,200,1572.62526
2965.636522,200,1573.731988
-49.426289,200,1574.878116
-47.639092,200,1576.027372
3064.912797,200,1577.137231
-46.240189,200,1578.359933
1087.997035,200,1579.470722
-47.607179,200,1580.602719
-46.360917,200,1581.720294
661.681909,200,1582.904522
-48.267442,200,1584.023847
-46.897525,200,1585.138221
-46.825365,200,1586.267327
96.424124,200,1587.385116
570.371688,200,1588.512014
-46.921899,200,1589.728359
306.320909,200,1590.842158
293.541247,200,1591.976281
2365.077476,200,1593.078869
-48.309548,200,1594.21128
-48.543413,200,1595.365632
213.798903,200,1596.492021
-45.494593,200,1597.718996
311.530405,200,1598.827163
2194.361103,200,1599.951458
170.124627,200,1601.068301
-46.039027,200,1602.182281
-45.430375,200,1603.311926
556.175497,200,1604.42485
2604.023678,200,1605.528448
-46.969585,200,1606.666512
-46.234729,200,1607.885378
13.588403,200,1609.011831
2150.077515,200,1610.14172
284.334049,200,1611.278538
-35.548338,200,1612.401611
1201.042613,200,1613.5969
-45.46764,200,1614.715728
-45.678569,200,1615.950777
1700.966796,200,1617.06308
-43.444821,200,1618.182213
82.17039,200,1619.295833
-45.134739,200,1620.412753
-43.698021,200,1621.528226
982.265342,200,1622.698448
2804.672044,200,1623.802705
2536.903903,200,1624.952735
-45.885129,200,1626.087796
-36.829724,200,1627.215053
-42.186707,200,1628.352194
-44.629787,200,1629.47791
2423.652288,200,1630.587988
-48.820346,200,1631.744064
-35.237938,200,1632.854474
-47.941397,200,1634.009819
13.280453,200,1635.126137
-43.6643,200,1636.266549
115.189271,200,1637.388622
362.412027,200,1638.515508
1737.642584,200,1639.657778
1385.269309,200,1640.779372
-44.280773,200,1641.908436
102.936066,200,1643.0233
-46.533124,200,1644.18003
-44.868503,200,1645.293039
564.53235,200,1646.411436
2183.964723,200,1647.52581
-45.669321,200,1648.695947
-43.592426,200,1649.842756
-46.127708,200,1650.999539
22.265437,200,1652.776214
368.896408,200,1653.90089
-47.14329,200,1655.044812
-47.260142,200,1656.191456
-47.312294,200,1657.378908
-31.867566,200,1658.478892
2552.370367,200,1659.599752
-46.394329,200,1660.771203
-32.599886,200,1661.875683
-47.37113,200,1663.0072
-44.448357,200,1664.184129
-46.770625,200,1665.302971
-46.195403,200,1666.432413
1800.080188,200,1667.549577
-37.732727,200,1668.673553
-46.482253,200,1669.78896
334.579742,200,1670.927773
266.293771,200,1672.076076
118.911874,200,1673.229658
-46.18361,200,1674.383264
-47.049416,200,1675.523899
-36.87078,200,1676.63653
0.964554,200,1677.752382
-42.120387,200,1678.891906
-39.764413,200,1680.012731
1367.275816,200,1681.127812
-41.57358,200,1682.327841
1403.662141,200,1683.4959
-48.176837,200,1684.705756
-48.959875,200,1685.885377
2175.222429,200,1687.042467
-46.144901,200,1688.226556
1484.210426,200,1689.345584
262.268725,200,1690.485117
1341.490936,200,1691.639797
607.466916,200,1692.769188
-46.042048,200,1693.950697
-48.177699,200,1695.151745
2210.023369,200,1696.429599
-45.409886,200,1697.588543
-46.64443,200,1698.802333
1431.315178,200,1699.994763
-46.433916,200,1701.190328
-45.921764,200,1702.439361
1953.853728,200,1703.6148
-49.786184,200,1704.770995
-47.029919,200,1705.999248
-1.087773,200,1707.18563
2994.755822,200,1708.316714
-43.838312,200,1709.461654
147.433072,200,1710.611128
-45.259798,200,1711.768865
248.365649,200,1712.936205
-45.32198,200,1714.103333
-45.762841,200,1715.253319
1083.01664,200,1716.427485
-45.462219,200,1717.5664
-45.485107,200,1718.828437
79.967264,200,1719.982774
771.321878,200,1721.147696
-45.671735,200,1722.270238
2394.39998,200,1723.443031
1494.228875,200,1724.651244
-45.508409,200,1725.840978
295.252955,200,1727.074718
1203.59606,200,1728.239143
959.222663,200,1729.405464
319.137009,200,1730.56819
193.804803,200,1731.808677
-46.979319,200,1733.068443
1252.421495,200,1734.237119
1151.753818,200,1735.356292
-47.754508,200,1736.494733
2676.412306,200,1737.608764
-46.734308,200,1738.723512
1705.531307,200,1739.832711
219.883648,200,1740.96318
-49.449464,200,1742.124388
64.828257,200,1743.249105
1183.746029,200,1744.405944
-41.954177,200,1745.59811
-27.782926,200,1746.724532
74.028543,200,1747.855291
-46.735676,200,1748.981068
-46.299855,200,1750.099069
-47.740519,200,1751.218387
-45.205102,200,1752.335837
-42.61498,200,1753.459476
-47.489241,200,1754.582133
1166.066133,200,1755.694675
79.833246,200,1756.81286
-45.062791,200,1757.941827
-46.149849,200,1759.12565
53.838769,200,1760.24761
1000.025062,200,1761.375119
-47.257787,200,1762.520624
-42.692191,200,1763.639023
-20.489836,200,1764.832258
-43.230049,200,1765.974939
3054.215298,200,1767.115499
2903.055069,200,1768.277826
2674.796132,200,1769.422223
2807.960065,200,1770.558068
2529.872876,200,1771.695662
-47.772354,200,1772.972605
3123.850665,200,1774.141477
-43.84815,200,1775.284902
-48.236124,200,1776.492314
1559.829169,200,1777.623967
-45.963369,200,1778.977465
1365.085799,200,1780.103716
309.500776,200,1781.298675
-43.326506,200,1782.47442
222.82985,200,1783.614202
-47.664502,200,1784.770441
-40.65255,200,1785.9318
1063.649861,200,1787.082368
-43.552742,200,1788.28046
-45.934083,200,1789.52657
-38.051412,200,1790.821108
358.398366,200,1791.985577
-45.468766,200,1793.26852
2676.4778,200,1794.448314
-43.926859,200,1795.778277
42.691167,200,1797.098179
-48.467709,200,1798.678904
-31.74607,200,1799.819409
1409.775406,200,1800.950351
164.081344,200,1802.122391
1912.004555,200,1803.253459
-38.631432,200,1804.367263
-43.128147,200,1805.508856
-45.538111,200,1806.651524
1564.840046,200,1807.80311
633.535078,200,1808.983075
301.914901,200,1810.288539
-35.995968,200,1811.412473
-46.638395,200,1812.605421
1556.055388,200,1813.783814
-43.766583,200,1814.916296
-37.257705,200,1816.051098
-42.807925,200,1817.218815
2627.532661,200,1818.331073
-37.965049,200,1819.443642
85.749493,200,1820.57336
-43.162367,200,1821.706749
251.052692,200,1822.821765
-48.557663,200,1823.964491
117.561061,200,1825.07801
1072.007388,200,1826.199357
-46.916623,200,1827.387437
-47.055131,200,1828.515273
-48.496811,200,1829.661213
1062.545858,200,1830.769758
298.627745,200,1831.961878
669.673853,200,1833.094887
812.412884,200,1834.232352
49.989058,200,1835.364038
-47.260616,200,1836.501071
-48.631871,200,1837.634995
2826.22009,200,1838.76448
-45.860651,200,1839.915867
-37.160023,200,1841.036174
-48.469352,200,1842.177029
2477.1335,200,1843.296777
-45.203744,200,1844.637236
-46.397502,200,1845.774511
633.335865,200,1846.892383
812.924603,200,1848.037397
431.117303,200,1849.150996
-46.199067,200,1850.279863
318.540889,200,1851.406372
-45.763974,200,1852.528747
848.112431,200,1853.653819
-46.022695,200,1854.810782
-26.642564,200,1855.936159
1677.178707,200,1857.075434
-49.86851,200,1858.199034
15.443842,200,1859.323447
1558.747267,200,1860.442407
872.760094,200,1861.574723
-44.005085,200,1862.697367
41.425068,200,1863.826616
-47.63768,200,1864.999343
-46.342298,200,1866.200153
2605.610419,200,1867.332677
2356.906207,200,1868.454596
-46.840292,200,1869.591241
2609.244759,200,1870.707187
-45.965052,200,1871.915488
1963.315422,200,1873.028322
2926.936905,200,1874.145141
-44.213452,200,1875.269009
269.190585,200,1876.401255
2251.297896,200,1877.536747
178.38425,200,1878.677456
-43.105471,200,1879.901039
-45.825448,200,1881.052374
1736.397641,200,1882.197695
2497.809212,200,1883.338504
-48.333194,200,1884.533223
-46.675744,200,1885.660209
-45.533797,200,1886.779306
-47.900602,200,1887.953301
-47.222128,200,1889.094374
-47.493658,200,1890.234106
-47.826468,200,1891.389991
-47.460667,200,1892.571236
1730.515339,200,1893.680709
-48.766327,200,1894.820411
1337.369871,200,1895.95522
-43.059373,200,1897.118692
-47.144856,200,1898.314082
1276.813154,200,1899.450009
-44.780606,200,1900.623663
-46.510378,200,1901.769193
236.697759,200,1902.893099
1777.319884,200,1904.013862
-48.385938,200,1905.182778
1305.164781,200,1906.324466
1947.14808,200,1907.447315
-45.374043,200,1908.678147
-46.523205,200,1909.820328
16.702451,200,1910.968623
162.18965,200,1912.10719
-46.872968,200,1913.240941
-46.435242,200,1914.423799
1489.32133,200,1915.54615
1945.622664,200,1916.732801
23.998409,200,1917.869235
-44.005637,200,1919.070577
51.327826,200,1920.215719
-48.380504,200,1921.347966
31.10682,200,1922.484965
375.840602,200,1923.676925
373.035857,200,1924.928358
-47.004025,200,1926.144246
-45.848789,200,1927.465707
-46.115914,200,1928.716961
-46.107952,200,1929.853417
2583.542771,200,1931.03037
-48.52431,200,1932.177765
2941.417566,200,1933.329598
16.411588,200,1934.468588
19.630417,200,1935.615156
1820.167667,200,1936.806472
527.243911,200,1937.982011
-20.651692,200,1939.14321
-47.451885,200,1940.275958
0.261929,200,1941.415176
303.714567,200,1943.071768
-46.663476,200,1944.260253
-25.837501,200,1945.43272
2945.641343,200,1946.576439
3010.712534,200,1947.740212
778.55047,200,1948.900169
-47.299796,200,1950.060925
-45.606382,200,1951.304415
-45.384832,200,1952.545472
2091.081995,200,1953.682933
1554.452318,200,1954.824376
224.881284,200,1955.969074
381.519208,200,1957.163627
-44.640151,200,1958.347521
-47.552558,200,1959.524328
-30.478996,200,1960.785831
-47.620928,200,1961.948228
243.836297,200,1963.143114
-46.544233,200,1964.300846
373.651422,200,1965.463818
1917.202956,200,1966.641958
-28.920163,200,1967.810367
2213.049108,200,1968.957653
-40.249136,200,1970.117083
-41.799319,200,1971.286754
1736.831775,200,1972.424265
27.074593,200,1973.579961
2630.873521,200,1974.705894
-46.36742,200,1975.882695
-47.661028,200,1977.04138
-41.26265,200,1978.170359
1566.340354,200,1979.337438
-42.052661,200,1980.489878
-45.796966,200,1981.633512
-45.363515,200,1982.881714
2544.994447,200,1984.006551
-45.374422,200,1985.237866
-45.145567,200,1986.38052
2728.479863,200,1987.505818
192.751655,200,1988.649511
-45.600151,200,1989.856142
-46.057111,200,1991.137437
-45.727314,200,1992.27344
-47.187494,200,1993.420292
-46.703255,200,1994.663671
253.471113,200,1995.809045
-44.641272,200,1996.971657
2977.645263,200,1998.100262
-41.513192,200,1999.229084
-41.664746,200,2000.492952
275.616952,200,2001.641987
-48.130863,200,2002.832538
-44.976941,200,2003.951251
1158.197304,200,2005.101213
120.911755,200,2006.259632
898.129416,200,2007.391831
-44.610235,200,2008.513674
-41.65358,200,2009.633308
2947.492599,200,2010.754525
-46.555294,200,2011.915782
-45.84407,200,2013.269752
2421.314877,200,2014.384887
303.306593,200,2015.546254
-42.728619,200,2016.677435
2550.994531,200,2017.809605
2079.080768,200,2018.938944
2417.806639,200,2020.086233
-43.542382,200,2021.229114
2678.514798,200,2022.36958
-42.473371,200,2023.571083
-45.844894,200,2024.709208
2336.381913,200,2025.897946
1697.830859,200,2027.060027
-46.863377,200,2028.328287
-44.917777,200,2029.463371
520.883076,200,2030.595459
-39.910633,200,2031.938995
2207.58805,200,2033.093735
2651.773223,200,2034.235708
-46.79053,200,2035.445771
-16.913511,200,2036.613219
31.350147,200,2037.744245
1589.760381,200,2038.899208
-46.663583,200,2040.035519
-47.10076,200,2041.189845
130.378422,200,2042.362468
-44.853873,200,2043.544905
-46.594425,200,2044.679476
2789.145171,200,2045.836212
-47.518532,200,2047.027198
1823.022223,200,2048.194973
2920.824985,200,2049.340306
949.553134,200,2050.481888
2656.957867,200,2051.635376
204.760991,200,2052.787783
-44.405085,200,2053.914909
-46.770829,200,2055.047291
370.494592,200,2056.190825
59.447781,200,2057.335841
122.428014,200,2058.496453
318.715224,200,2059.638352
-49.313132,200,2060.791628
-46.512227,200,2061.949314
-45.002228,200,2063.07495
-45.907823,200,2064.202103
-16.684837,200,2065.354367
-45.058113,200,2066.623902
130.199041,200,2067.79993
-34.97444,200,2068.943069
-48.367692,200,2070.069791
-44.623283,200,2071.229141
-43.545165,200,2072.461941
2359.598195,200,2073.596118
2142.116748,200,2074.740898
63.676834,200,2075.894198
1521.18408,200,2077.056702
2632.317137,200,2078.17658
-45.169983,200,2079.37042
2649.697907,200,2080.52197
2747.177427,200,2081.723014
2564.784137,200,2082.882637
2962.367603,200,2084.029048
3130.446799,200,2085.203408
1187.866077,200,2086.370137
198.352822,200,2087.50687
290.245991,200,2089.130486
-2.305686,200,2090.313515
-47.922299,200,2091.488533
-25.706262,200,2092.62802
2002.635272,200,2093.770248
-1.349976,200,2094.936682
265.258477,200,2096.08131
3156.684988,200,2097.237183
-44.19504,200,2098.383478
2410.411218,200,2099.528169
-40.105839,200,2100.68961
-47.058376,200,2101.890006
-44.814961,200,2103.048731
1147.911885,200,2104.188619
3175.420534,200,2105.322199
1784.986336,200,2106.454553
2709.020288,200,2107.598679
294.802634,200,2108.743746
2761.830204,200,2109.86375
-42.549713,200,2111.025996
2185.762286,200,2112.168856
-32.117786,200,2113.289743
-35.325372,200,2114.437223
296.825391,200,2115.659099
-49.12052,200,2116.813501
-47.958952,200,2117.986064
-47.104875,200,2119.140713
-47.783131,200,2120.396281
63.952587,200,2121.572981
-47.12616,200,2122.754223
1538.011449,200,2123.896626
2618.202718,200,2125.054981
265.209272,200,2126.376374
328.020577,200,2127.522622
-45.66533,200,2128.804593
-47.218356,200,2129.969736
403.198051,200,2131.134989
-47.803638,200,2132.288362
1572.886654,200,2133.432266
155.434083,200,2134.596439
2156.622111,200,2135.752901
-47.819075,200,2136.932935
918.298767,200,2138.075411
1580.148083,200,2139.221312
307.663749,200,2140.375615
154.75545,200,2141.522782
1895.25589,200,2142.662105
-40.958747,200,2143.919079
156.384945,200,2145.078211
2722.244942,200,2146.249554
437.600515,200,2147.380201
63.646418,200,2148.550369
-42.739092,200,2149.712876
-36.218052,200,2150.888979
-45.928453,200,2152.05429
-45.862676,200,2153.259054
565.022954,200,2154.428285
-47.308957,200,2155.633381
-42.55845,200,2156.789865
2702.346744,200,2157.934629
83.920235,200,2159.076065
188.471819,200,2160.230988
120.781986,200,2161.385754
594.705464,200,2162.539031
670.895097,200,2163.676413
2095.186183,200,2164.821385
-37.927058,200,2165.997659
2379.715498,200,2167.132101
1732.576942,200,2168.262255
-44.628288,200,2169.43288
2520.119967,200,2170.581887
-46.799425,200,2171.778084
617.040738,200,2172.929422
-45.240626,200,2174.084069
-44.073055,200,2175.242926
-44.72681,200,2176.426134
-43.94303,200,2177.572677
1918.665229,200,2178.728907
-38.959884,200,2179.875578
-31.212156,200,2181.009112
-36.323451,200,2182.179271
2624.618498,200,2183.323191
-44.138664,200,2184.472034
-47.514899,200,2185.617973
-44.615476,200,2186.789418
-46.7107,200,2188.034307
2159.25171,200,2189.228473
2340.213085,200,2190.377943
1733.212183,200,2191.597846
2055.750168,200,2192.738354
-47.95596,200,2193.885155
62.195294,200,2195.051801
-43.949762,200,2196.191668
881.235919,200,2197.336636
1573.707882,200,2198.478116
111.45401,200,2199.642517
141.405234,200,2200.794395
-46.545054,200,2201.993526
2436.8652,200,2203.132383
-47.102888,200,2204.289933
183.465685,200,2205.429608
-47.471927,200,2206.5803
2138.652802,200,2207.736205
1423.533891,200,2208.874068
-46.210152,200,2210.044398
268.239331,200,2211.240827
-48.613582,200,2212.392648
-38.309607,200,2213.535531
-47.857138,200,2214.701264
2355.540479,200,2215.865544
264.738618,200,2217.045146
-45.568294,200,2218.278627
715.009409,200,2219.465803
-46.883072,200,2220.611113
-46.047194,200,2221.948809
1076.283491,200,2223.156916
-16.276347,200,2224.418362
-46.696599,200,2225.641041
1445.41333,200,2226.787989
1023.936606,200,2228.01456
1082.272048,200,2229.177528
279.298645,200,2230.449124
-47.61444,200,2231.61436
2187.931558,200,2232.761981
1570.148635,200,2233.906803
-47.202303,200,2235.559111
160.80643,200,2236.716744
-45.622551,200,2237.870059
67.598696,200,2239.038359
2011.825119,200,2240.223961
173.200686,200,2241.403513
616.556092,200,2242.564654
-46.023217,200,2243.716254
271.74518,200,2244.870562
-26.649993,200,2246.040186
2184.014237,200,2247.192188
3239.392709,200,2248.341746
2175.735597,200,2249.504491
265.536451,200,2250.813839
259.717493,200,2252.029762
-40.977449,200,2253.21056
1944.18754,200,2254.393006
-46.251884,200,2255.597681
-13.896013,200,2256.770499
-46.674294,200,2257.928561
67.050619,200,2259.082705
-44.752489,200,2260.267421
3064.956305,200,2261.444734
1073.575384,200,2262.590751
-46.357891,200,2263.753204
235.42886,200,2264.94172
2351.944063,200,2266.115255
911.009324,200,2267.304267
1993.493128,200,2268.500588
-46.50497,200,2269.664135
794.909051,200,2270.864035
-45.377647,200,2272.111767
-47.244213,200,2273.307367
1927.350858,200,2274.48806
1105.921095,200,2275.71345
-46.08258,200,2276.946327
1739.609563,200,2278.126415
-18.819226,200,2279.318521
586.730466,200,2280.477854
62.62976,200,2281.640053
-48.386723,200,2282.79115
-47.503752,200,2283.953688
1429.492154,200,2285.101709
-45.734457,200,2286.249672
2606.382183,200,2287.448439
428.974811,200,2288.656884
-45.608505,200,2289.815388
-45.867846,200,2290.974239
-26.109996,200,2292.123056
2373.613613,200,2293.288715
839.498285,200,2294.479911
198.057105,200,2295.734241
1250.813933,200,2296.872082
-44.755105,200,2298.022122
10.027456,200,2299.161304
-45.958606,200,2300.296248
-47.074075,200,2301.427736
2145.014384,200,2302.551524
-42.146702,200,2303.69859
35.506687,200,2304.827902
-45.827303,200,2305.978106
-46.054303,200,2307.11287
-34.302975,200,2308.256018
2.393478,200,2309.440796
173.996472,200,2310.675191
