seed,goal_type,max_fingertip_error,finger_distance_ff,finger_distance_mf,finger_distance_rf,finger_distance_lf,finger_distance_th,action_mean_abs,action_saturation_fraction,episode_return,episode_length,success_any,success_final,success_fraction,time_to_first_success,min_goal_distance,final_goal_distance,timesteps
201,thumb_finger_meet,0.051162914901610686,0.03012205711203205,0.039384553652299356,0.023948292680492905,0.051162914901610686,0.04908743935892065,0.05282290652394295,0.0,-4.416534495227496,50,False,False,0.0,,0.08034791458125376,0.08977317348410428,50000
202,thumb_finger_meet,0.051641940342362316,0.04296691824243298,0.027937987865584425,0.02397491613995206,0.05116890065231366,0.051641940342362316,0.053019940853118896,0.0,-4.5520454600372595,50,False,False,0.0,,0.08561551980041922,0.0921229082771362,50000
203,thumb_finger_meet,0.06320207995973812,0.03011524462555363,0.05667510287922418,0.02392429802128363,0.05113813271632466,0.06320207995973812,0.052819617092609406,0.0,-5.260692692779949,50,False,False,0.0,,0.10072272714805121,0.10630606196256326,50000
204,initial_hold,0.051276499511722924,0.030171975752939128,0.02802303420787881,0.024059232298090708,0.051276499511722924,0.00891789688676341,0.05271734669804573,0.0,-3.3516363420459423,50,False,False,0.0,,0.01613227240004244,0.0705924465710323,50000
205,thumb_finger_meet,0.07100727730695088,0.030111274237870758,0.027899261730055108,0.05984834663508985,0.0511033734444241,0.07100727730695088,0.053053904324769974,0.0,-5.623402465026291,50,False,False,0.0,,0.10516440505334652,0.1136682472998099,50000
206,thumb_finger_meet,0.06261262761277371,0.030125332925769435,0.027919499223497714,0.06261262761277371,0.0511288112540183,0.0625534978799882,0.05299629643559456,0.0,-5.441156657131728,50,False,False,0.0,,0.10063277798160077,0.1101565735425078,50000
207,thumb_finger_meet,0.05117320481007493,0.04796890768720831,0.027943783819232022,0.023978538261397397,0.05117320481007493,0.050948796816270736,0.053013816475868225,0.0,-4.657509794356789,50,False,False,0.0,,0.08809953778386863,0.0941876756457696,50000
208,thumb_finger_meet,0.05102970159933573,0.03018243968221223,0.02796329645102315,0.023993937367601643,0.03537182619769836,0.05102970159933573,0.05279006436467171,0.0,-3.966904838014411,50,False,False,0.0,,0.07825491152544997,0.07825491152544997,50000
209,thumb_finger_meet,0.05275161895883838,0.030132387827380154,0.027933372993527984,0.052106783703620096,0.05115529779522468,0.05275161895883838,0.052950792014598846,0.0,-4.8717843067061,50,False,False,0.0,,0.08707445612202142,0.0990098420673806,50000
210,initial_hold,0.051276499511722924,0.030171975752939128,0.02802303420787881,0.024059232298090708,0.051276499511722924,0.00891789688676341,0.05271734669804573,0.0,-3.3516363420459423,50,False,False,0.0,,0.01613227240004244,0.0705924465710323,50000
201,thumb_finger_meet,0.04684351920822981,0.025746965647111687,0.04684351920822981,0.015383874201629347,0.03484381862312425,0.04270131939935917,0.10681340843439102,0.0,-3.8906281582756446,50,False,False,0.0,,0.07663457731803713,0.07830312568463771,100000
