#{"t_start": 1789218848.1384692, "env_id": "HandReachDense-v3"}
r,l,t,is_success
-6.491964,50,22.546756,0.0
-5.024568,50,22.581726,0.0
-5.44917,50,22.616704,0.0
-5.887649,50,22.652535,0.0
-4.574949,50,22.688002,0.0
-5.976875,50,22.724317,0.0
-6.196237,50,22.76056,0.0
-5.106063,50,22.797083,0.0
-6.007846,50,22.831829,0.0
-5.072123,50,22.867355,0.0
-5.820343,50,22.902789,0.0
-6.02307,50,22.937472,0.0
-6.699969,50,22.972972,0.0
-5.609086,50,23.00833,0.0
-6.040359,50,23.044094,0.0
-6.227934,50,23.079598,0.0
-5.89999,50,23.115136,0.0
-5.487019,50,23.150508,0.0
-5.384871,50,23.186023,0.0
-5.955772,50,23.221086,0.0
-4.748004,50,23.256753,0.0
-6.121455,50,23.405494,0.0
-6.265556,50,23.441455,0.0
-6.181143,50,23.476569,0.0
-5.635717,50,23.511916,0.0
-5.858522,50,23.546897,0.0
-5.85947,50,23.582004,0.0
-5.787193,50,23.617235,0.0
-6.054309,50,23.652563,0.0
-6.391615,50,23.687988,0.0
-4.353771,50,23.722933,0.0
-5.744565,50,23.758067,0.0
-5.627233,50,23.792868,0.0
-5.627915,50,23.827959,0.0
-5.740063,50,23.863165,0.0
-6.600769,50,23.897931,0.0
-5.765567,50,23.932856,0.0
-5.147003,50,23.968574,0.0
-6.405314,50,24.003765,0.0
-6.232935,50,24.039183,0.0
-7.216753,50,24.074012,0.0
-5.675705,50,24.109289,0.0
-6.355451,50,24.144563,0.0
-6.097237,50,24.179405,0.0
-5.584831,50,24.214544,0.0
-6.388526,50,24.249458,0.0
-4.853874,50,24.284366,0.0
-5.567229,50,24.319512,0.0
-5.961804,50,24.354894,0.0
-5.910139,50,24.389923,0.0
-4.854793,50,24.425084,0.0
-5.550257,50,24.460059,0.0
-6.00372,50,24.495126,0.0
-6.323148,50,24.530036,0.0
-4.394153,50,24.56481,0.0
-5.94556,50,24.59991,0.0
-5.670208,50,24.634709,0.0
-5.253652,50,24.669914,0.0
-5.844837,50,24.705263,0.0
-7.024452,50,24.740104,0.0
-4.281441,50,24.775164,0.0
-6.307954,50,24.810102,0.0
-5.500088,50,24.95953,0.0
-5.80813,50,24.994676,0.0
-5.442071,50,25.030184,0.0
-5.851213,50,25.065556,0.0
-5.897351,50,25.100818,0.0
-6.230275,50,25.136269,0.0
-5.140493,50,25.171735,0.0
-6.799028,50,25.20678,0.0
-6.055908,50,25.242214,0.0
-5.909145,50,25.277248,0.0
-6.16238,50,25.312558,0.0
-5.134718,50,25.347877,0.0
-5.511824,50,25.383173,0.0
-5.785807,50,25.417889,0.0
-5.843957,50,25.453189,0.0
-6.065962,50,25.488428,0.0
-6.123901,50,25.523557,0.0
-6.034814,50,25.558673,0.0
-5.592821,50,25.593799,0.0
-5.534408,50,25.628685,0.0
-6.441306,50,25.663554,0.0
-5.348967,50,25.698213,0.0
-5.374278,50,25.733589,0.0
-6.097935,50,25.76856,0.0
-5.443652,50,25.803803,0.0
-6.252955,50,25.839141,0.0
-5.521578,50,25.874569,0.0
-5.393799,50,25.909646,0.0
-6.092854,50,25.945007,0.0
-5.333901,50,25.980272,0.0
-5.766565,50,26.01562,0.0
-6.371819,50,26.050783,0.0
-5.993576,50,26.085692,0.0
-5.741653,50,26.12094,0.0
-5.93425,50,26.156091,0.0
-6.227068,50,26.190989,0.0
-5.849241,50,26.226104,0.0
-5.738964,50,26.261811,0.0
-6.188178,50,26.297202,0.0
-5.651101,50,26.332734,0.0
-5.532278,50,26.367948,0.0
-6.259456,50,26.515965,0.0
-4.668778,50,26.5512,0.0
-5.267061,50,26.586468,0.0
-5.330325,50,26.621455,0.0
-5.452964,50,26.657495,0.0
-6.030489,50,26.693156,0.0
-5.908113,50,26.728418,0.0
-5.946967,50,26.763677,0.0
-6.049571,50,26.799032,0.0
-6.112496,50,26.834097,0.0
-6.170625,50,26.869664,0.0
-5.701645,50,26.905261,0.0
-5.585954,50,26.940078,0.0
-6.081313,50,26.975491,0.0
-5.815969,50,27.010418,0.0
-6.274201,50,27.045323,0.0
-4.306,50,27.080637,0.0
-4.94099,50,27.115696,0.0
-6.101906,50,27.150837,0.0
-5.70556,50,27.186226,0.0
-6.012867,50,27.221617,0.0
-5.933288,50,27.257385,0.0
-4.982693,50,27.293251,0.0
-6.530597,50,27.328424,0.0
-5.73729,50,27.36376,0.0
-6.769162,50,27.398916,0.0
-4.7691,50,27.434115,0.0
-5.055139,50,27.46919,0.0
-5.534933,50,27.504079,0.0
-5.909557,50,27.538982,0.0
-5.235976,50,27.574428,0.0
-5.788403,50,27.609504,0.0
-5.512101,50,27.645193,0.0
-6.38171,50,27.680108,0.0
-6.442297,50,27.715059,0.0
-5.97596,50,27.749953,0.0
-5.63054,50,27.784904,0.0
-5.219975,50,27.819678,0.0
-5.709895,50,27.85473,0.0
-5.788802,50,27.890307,0.0
-6.458365,50,27.925653,0.0
-6.299118,50,28.07351,0.0
-4.297958,50,28.109011,0.0
-6.345272,50,28.144448,0.0
-6.358057,50,28.179572,0.0
-5.861577,50,28.214879,0.0
-6.191416,50,28.249665,0.0
-3.696838,50,28.284807,0.0
-6.462916,50,28.320513,0.0
-6.578772,50,28.355587,0.0
-6.104953,50,28.390597,0.0
-5.299831,50,28.42569,0.0
-5.465762,50,28.460573,0.0
-6.66121,50,28.495602,0.0
-6.098181,50,28.530633,0.0
-5.938137,50,28.565628,0.0
-5.503821,50,28.600878,0.0
-5.86467,50,28.635915,0.0
-5.70384,50,28.671337,0.0
-6.064821,50,28.706757,0.0
-4.278318,50,28.741823,0.0
-5.341633,50,28.7771,0.0
-4.289421,50,28.812054,0.0
-5.634575,50,28.847419,0.0
-5.671613,50,28.88263,0.0
-6.076209,50,28.918007,0.0
-5.63291,50,28.952875,0.0
-5.08421,50,28.988897,0.0
-6.305904,50,29.024869,0.0
-5.286946,50,29.060041,0.0
-6.07226,50,29.095343,0.0
-4.172344,50,29.130679,0.0
-5.99699,50,29.16612,0.0
-5.696239,50,29.201369,0.0
-6.476787,50,29.236418,0.0
-5.56838,50,29.271803,0.0
-6.461723,50,29.3072,0.0
-5.915009,50,29.342769,0.0
-6.326588,50,29.377774,0.0
-6.379874,50,29.412989,0.0
-5.342563,50,29.448386,0.0
-5.539351,50,29.484491,0.0
-6.200058,50,29.633512,0.0
-6.363176,50,29.669015,0.0
-6.034346,50,29.704155,0.0
