time/fps,time/time_elapsed,time/iterations,rollout/success_rate,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,train/entropy_loss,train/clip_fraction,train/n_updates,train/value_loss,train/loss,train/approx_kl,train/learning_rate,train/clip_range,train/std,train/explained_variance,train/policy_gradient_loss
1297,44,28,0.0,57344,-5.771890259999999,50.0,-28.248795485496522,0.139990234375,270,0.1285535584203899,0.01578141748905182,0.0030022813,3e-05,0.1,0.9933121800422668,-1.4127311706542969,-0.022691751166712494
1297,45,29,0.0,59392,-5.732285280000001,50.0,-28.24218111038208,0.124365234375,280,0.12560278000310063,0.030458927154541016,0.002787388,3e-05,0.1,0.9930858612060547,-1.2295477390289307,-0.021983973775058986
1298,47,30,0.0,61440,-5.820296730000001,50.0,-28.23576400279999,0.145263671875,290,0.11649680072441697,0.0077963173389434814,0.0034938324,3e-05,0.1,0.9926460385322571,-1.7466204166412354,-0.02354188616736792
1298,48,31,0.0,63488,-5.92163946,50.0,-28.22847228050232,0.136767578125,300,0.11031970083713531,0.02235758677124977,0.0029892845,3e-05,0.1,0.9924007654190063,-1.7171485424041748,-0.023002269782591612
1298,50,32,0.0,65536,-5.885254909999999,50.0,-28.22355184555054,0.151318359375,310,0.1113462190143764,0.01605287566781044,0.0035189432,3e-05,0.1,0.9921566247940063,-1.542064905166626,-0.023329822218511254
1298,52,33,0.0,67584,-5.76262819,50.0,-28.218897819519043,0.1361328125,320,0.11342102596536278,0.019219771027565002,0.003224406,3e-05,0.1,0.9919215440750122,-1.168898344039917,-0.02228706335881725
1299,53,34,0.0,69632,-5.70215685,50.0,-28.21681742668152,0.141357421875,330,0.11841063192114235,0.01764090359210968,0.0035610036,3e-05,0.1,0.9919869303703308,-0.9623228311538696,-0.02386827562004328
1299,55,35,0.0,71680,-5.815751029999999,50.0,-28.216212010383607,0.137744140625,340,0.09477116353809834,0.0076614320278167725,0.0033556842,3e-05,0.1,0.9918081164360046,-1.8801548480987549,-0.022949177108239384
1299,56,36,0.0,73728,-5.849174809999999,50.0,-28.21246111392975,0.14736328125,350,0.09695736588910223,0.007713388651609421,0.0033075358,3e-05,0.1,0.9916410446166992,-1.0904967784881592,-0.022750309377443045
1299,58,37,0.0,75776,-5.75783261,50.0,-28.211272883415223,0.125244140625,360,0.11297558946534991,0.00930098071694374,0.0030833632,3e-05,0.1,0.9916874170303345,-0.9375563859939575,-0.02237342149601318
1300,59,38,0.0,77824,-5.709025750000002,50.0,-28.208090114593507,0.153955078125,370,0.09807960130274296,0.011991765350103378,0.0036389995,3e-05,0.1,0.9912971258163452,-0.8890049457550049,-0.022603428270667792
1300,61,39,0.0,79872,-5.78618502,50.0,-28.201844334602356,0.1533203125,380,0.08616922674700618,-0.0004066936671733856,0.003248727,3e-05,0.1,0.9910905957221985,-1.4400644302368164,-0.023595136089716105
1300,62,40,0.0,81920,-5.76132258,50.0,-28.196589589118958,0.17099609375,390,0.09361447654664516,0.0065356045961380005,0.0040817,3e-05,0.1,0.9907726049423218,-1.0579266548156738,-0.02561911178054288
1300,64,41,0.0,83968,-5.7260039,50.0,-28.192557597160338,0.1841796875,400,0.10575828012079,0.01229773834347725,0.0038280624,3e-05,0.1,0.990679144859314,-0.5370023250579834,-0.024926858604885638
1300,66,42,0.0,86016,-5.632995439999999,50.0,-28.191670393943788,0.1375,410,0.09229041682556272,-0.004082966595888138,0.0034053612,3e-05,0.1,0.9907242655754089,-0.9024591445922852,-0.02331925864564255
1301,67,43,0.0,88064,-5.6584098,50.0,-28.191943645477295,0.14921875,420,0.08917543878778815,0.003766719251871109,0.0038161832,3e-05,0.1,0.990688681602478,-1.137714147567749,-0.02432650387636386
1301,69,44,0.0,90112,-5.649694919999999,50.0,-28.189134740829466,0.14677734375,430,0.0786675600335002,-0.0012384094297885895,0.0034654185,3e-05,0.1,0.9904536008834839,-1.471480131149292,-0.02433252789778635
1301,70,45,0.0,92160,-5.70585142,50.0,-28.18668465614319,0.151953125,440,0.0789736595004797,-0.0018150508403778076,0.0037597134,3e-05,0.1,0.9904876947402954,-0.9164246320724487,-0.023865835199831053
1301,72,46,0.0,94208,-5.77201972,50.0,-28.1869238615036,0.159912109375,450,0.08010808294638991,0.0006052739918231964,0.0035368083,3e-05,0.1,0.9904137849807739,-1.1730084419250488,-0.023673592129489406
1301,73,47,0.0,96256,-5.685944870000001,50.0,-28.183416867256163,0.167529296875,460,0.07750730412080883,0.0008030422031879425,0.003606134,3e-05,0.1,0.9901251792907715,-0.959854245185852,-0.023848691169405356
1301,75,48,0.0,98304,-5.68042708,50.0,-28.178614330291747,0.140087890625,470,0.0862931245006621,-0.0015284381806850433,0.0035267952,3e-05,0.1,0.9900053143501282,-0.6121110916137695,-0.02374695792386774
1295,77,49,0.0,100352,-5.704207399999999,50.0,-28.174836802482606,0.156005859375,480,0.07359022712334991,-0.005238492041826248,0.0036352333,3e-05,0.1,0.9897397756576538,-1.007317304611206,-0.02356941989855841
1295,79,50,0.0,102400,-5.7016222600000015,50.0,-28.169322037696837,0.155908203125,490,0.08099766010418534,-0.0015302374958992004,0.0036760075,3e-05,0.1,0.9894530177116394,-0.8392432928085327,-0.02467352928360924
1295,80,51,0.0,104448,-5.6909558,50.0,-28.165140557289124,0.150439453125,500,0.08102086661383509,0.002939663827419281,0.003740842,3e-05,0.1,0.9893415570259094,-1.1816742420196533,-0.02387517140014097
1296,82,52,0.0,106496,-5.61071253,50.0,-28.161539316177368,0.162451171875,510,0.07390078227035701,-0.008625848218798637,0.0038068984,3e-05,0.1,0.9890493154525757,-0.585249662399292,-0.024156573315849528
1296,83,53,0.0,108544,-5.634213249999999,50.0,-28.155198287963866,0.16435546875,520,0.07557806228287518,0.0007976479828357697,0.004081521,3e-05,0.1,0.9887367486953735,-0.5412659645080566,-0.025022434804122896
1296,85,54,0.0,110592,-5.61597566,50.0,-28.1515216588974,0.17548828125,530,0.07332524294033646,-0.009405344724655151,0.003908801,3e-05,0.1,0.988726019859314,-0.650992751121521,-0.024371426698053256
1296,86,55,0.0,112640,-5.594592280000001,50.0,-28.148167204856872,0.14169921875,540,0.06607157564722002,-0.006445698440074921,0.0037322172,3e-05,0.1,0.988328754901886,-0.9808849096298218,-0.023349716915981845
1296,88,56,0.0,114688,-5.53717122,50.0,-28.14054763317108,0.14033203125,550,0.07787803490646183,-0.0009162798523902893,0.0035318716,3e-05,0.1,0.9880523681640625,-0.7722707986831665,-0.02371097282739356
1297,89,57,0.0,116736,-5.605839629999999,50.0,-28.137132167816162,0.151513671875,560,0.07011650628410279,-0.008069232106208801,0.0033995747,3e-05,0.1,0.9879749417304993,-0.7774420976638794,-0.02370935652870685
1297,91,58,0.0,118784,-5.63511464,50.0,-28.13498396873474,0.164697265625,570,0.053994259564206004,-0.02011430822312832,0.00339683,3e-05,0.1,0.9878172874450684,-1.5761194229125977,-0.02440588294994086
1297,93,59,0.0,120832,-5.63762775,50.0,-28.130877804756164,0.146728515625,580,0.057395858131349085,-0.01823432557284832,0.0036502546,3e-05,0.1,0.9876057505607605,-0.9865288734436035,-0.024580095137935132
1297,94,60,0.0,122880,-5.608413929999999,50.0,-28.12676830291748,0.13603515625,590,0.05831699948757887,-0.008833268657326698,0.0033482162,3e-05,0.1,0.987369179725647,-0.9687159061431885,-0.022155234409729017
1298,96,61,0.0,124928,-5.58796467,50.0,-28.121783137321472,0.14052734375,600,0.06770716728642583,-0.0034362897276878357,0.0033262703,3e-05,0.1,0.9871370196342468,-0.36640357971191406,-0.022782679699594154
1298,97,62,0.0,126976,-5.532785429999999,50.0,-28.118334221839905,0.159423828125,610,0.06589070712216198,-0.012057874351739883,0.0034400555,3e-05,0.1,0.9869939684867859,-0.6033899784088135,-0.024018294614506885
1298,99,63,0.0,129024,-5.56522082,50.0,-28.114822483062746,0.14765625,620,0.07022645832039416,-0.007618285715579987,0.003363078,3e-05,0.1,0.9868288040161133,-0.36577820777893066,-0.023840494698379188
1298,100,64,0.0,131072,-5.6105128099999995,50.0,-28.112115931510925,0.184619140625,630,0.060733059095218776,-0.007334358990192413,0.004493399,3e-05,0.1,0.9867687225341797,-0.4021632671356201,-0.024960637104231864
1298,102,65,0.0,133120,-5.555366350000001,50.0,-28.109108138084412,0.14775390625,640,0.05237206220626831,-0.018178462982177734,0.0034522486,3e-05,0.1,0.9865251779556274,-1.0669589042663574,-0.024089058104436845
1298,104,66,0.0,135168,-5.536522919999999,50.0,-28.104841351509094,0.15859375,650,0.06300859274342656,-0.011635459959506989,0.0036180767,3e-05,0.1,0.9863174557685852,-0.6090000867843628,-0.02431124940048903
1299,105,67,0.0,137216,-5.5199261,50.0,-28.101206588745118,0.16484375,660,0.05716793024912477,-0.011176254600286484,0.0037702702,3e-05,0.1,0.9862238168716431,-0.8221787214279175,-0.024910257547162473
1299,107,68,0.0,139264,-5.537414569999999,50.0,-28.10090274810791,0.179345703125,670,0.056298395665362475,-0.018341992050409317,0.004086083,3e-05,0.1,0.9861468076705933,-0.6549133062362671,-0.02603067634627223
1299,108,69,0.0,141312,-5.537488990000001,50.0,-28.096923208236696,0.174072265625,680,0.05699475579895079,-0.016288388520479202,0.0041227844,3e-05,0.1,0.9858821034431458,-0.6871656179428101,-0.02549493710976094
1299,110,70,0.0,143360,-5.52699016,50.0,-28.090172290802002,0.162890625,690,0.04855869002640247,-0.016068778932094574,0.003774203,3e-05,0.1,0.9855045080184937,-0.6749343872070312,-0.024859834782546386
1299,111,71,0.0,145408,-5.51896485,50.0,-28.084926509857176,0.156689453125,700,0.054583600256592035,-0.013636115938425064,0.004024335,3e-05,0.1,0.9853803515434265,-0.3840430974960327,-0.024558554356917738
1300,113,72,0.0,147456,-5.439671250000001,50.0,-28.0828928232193,0.180712890625,710,0.04892153004184365,-0.01778375916182995,0.0038600345,3e-05,0.1,0.985283374786377,-0.7170205116271973,-0.02474261703900993
1300,114,73,0.0,149504,-5.421281060000001,50.0,-28.078197884559632,0.1923828125,720,0.05894428757019341,-0.01579534448683262,0.0044303774,3e-05,0.1,0.984937846660614,-0.32661402225494385,-0.026573746791109444
1297,116,74,0.0,151552,-5.4683661699999995,50.0,-28.07069969177246,0.16982421875,730,0.04995607552118599,-0.012803170830011368,0.003819548,3e-05,0.1,0.9845505952835083,-0.46650242805480957,-0.024450010937289334
1297,118,75,0.0,153600,-5.497909089999999,50.0,-28.06479127407074,0.163818359375,740,0.043910432560369375,-0.019105296581983566,0.0036843861,3e-05,0.1,0.9843711853027344,-0.7108570337295532,-0.024700467468937858
1297,119,76,0.0,155648,-5.505083580000001,50.0,-28.061134624481202,0.1541015625,750,0.04649002598598599,-0.01812955178320408,0.0037549934,3e-05,0.1,0.9841375350952148,-0.5057387351989746,-0.02445707060978748
1298,121,77,0.0,157696,-5.48327827,50.0,-28.05656502246857,0.178271484375,760,0.05178460157476365,-0.018881920725107193,0.0038782258,3e-05,0.1,0.9839770197868347,-0.47309374809265137,-0.025160307495389132
1298,123,78,0.0,159744,-5.39477723,50.0,-28.05380790233612,0.1578125,770,0.04616220151074231,-0.015607845038175583,0.0037639136,3e-05,0.1,0.9838587641716003,-0.5949263572692871,-0.024555768072605132
1298,124,79,0.0,161792,-5.384347269999999,50.0,-28.050473237037657,0.143212890625,780,0.04777965666726232,-0.012581100687384605,0.00349351,3e-05,0.1,0.9836289286613464,-0.439738392829895,-0.02332904126960784
1299,126,80,0.0,163840,-5.31697288,50.0,-28.045969080924987,0.17001953125,790,0.0495383860077709,-0.015348449349403381,0.0039722305,3e-05,0.1,0.9834500551223755,-0.4414336681365967,-0.024822167633101345
1299,127,81,0.0,165888,-5.423613989999998,50.0,-28.04223780632019,0.169140625,800,0.05421687602065504,-0.016331762075424194,0.0037165016,3e-05,0.1,0.9832063913345337,-0.3057049512863159,-0.025254668775596657
1299,129,82,0.0,167936,-5.440260920000001,50.0,-28.036010551452637,0.157666015625,810,0.04233291754499078,-0.020293045789003372,0.0033382117,3e-05,0.1,0.9828634262084961,-0.5898193120956421,-0.023884411691688
1300,130,83,0.0,169984,-5.430897990000001,50.0,-28.029039311408997,0.17001953125,820,0.0450109557248652,-0.01614176109433174,0.0035066633,3e-05,0.1,0.9825385212898254,-0.3802746534347534,-0.023822569666663185
1300,132,84,0.0,172032,-5.397218650000001,50.0,-28.02306957244873,0.16875,830,0.04275830406695604,-0.01729758083820343,0.0039906204,3e-05,0.1,0.982315182685852,-0.5609889030456543,-0.02473906574305147
1300,133,85,0.0,174080,-5.333971550000001,50.0,-28.018690180778503,0.171142578125,840,0.05124519295059145,-0.012850729748606682,0.0038513485,3e-05,0.1,0.9820324182510376,-0.28521013259887695,-0.024886042770231143
1300,135,86,0.0,176128,-5.2933071300000005,50.0,-28.014000701904298,0.14384765625,850,0.04058710038661957,-0.014111414551734924,0.003585487,3e-05,0.1,0.9819504618644714,-0.5991662740707397,-0.024052521359408274
1300,136,87,0.0,178176,-5.340616689999999,50.0,-28.011828684806822,0.1689453125,860,0.04924816791899502,-0.01682480424642563,0.0041179163,3e-05,0.1,0.9817806482315063,-0.4148331880569458,-0.02510698214173317
1301,138,88,0.0,180224,-5.34390539,50.0,-28.007379746437074,0.15654296875,870,0.04538068356923759,-0.01976005733013153,0.0036108722,3e-05,0.1,0.9815025329589844,-0.4946250915527344,-0.024425927916308866
1301,140,89,0.0,182272,-5.2586702,50.0,-28.002002239227295,0.189697265625,880,0.036991792474873365,-0.027195366099476814,0.0039937613,3e-05,0.1,0.9813438653945923,-0.42484450340270996,-0.02614576743217185
1301,141,90,0.0,184320,-5.27774743,50.0,-27.99756908416748,0.178662109375,890,0.05184780242852867,-0.015808533877134323,0.0040241033,3e-05,0.1,0.9809654951095581,-0.1115337610244751,-0.025015235785394906
1301,143,91,0.0,186368,-5.34371682,50.0,-27.991292977333067,0.18642578125,900,0.04188354718498886,-0.021630097180604935,0.004098085,3e-05,0.1,0.980789840221405,-0.4075826406478882,-0.026097744837170467
1302,144,92,0.0,188416,-5.299596719999999,50.0,-27.987390160560608,0.16396484375,910,0.03600774263031781,-0.02071789838373661,0.0038482016,3e-05,0.1,0.9805741310119629,-0.3466155529022217,-0.02463299441151321
1302,146,93,0.0,190464,-5.29268042,50.0,-27.984523487091064,0.18447265625,920,0.05294161727651954,-0.016434431076049805,0.003945887,3e-05,0.1,0.9804889559745789,-0.20255279541015625,-0.025399256445234643
1302,147,94,0.0,192512,-5.389726560000001,50.0,-27.980276894569396,0.1529296875,930,0.03654321713838726,-0.025196006521582603,0.00383786,3e-05,0.1,0.9801298379898071,-0.42553651332855225,-0.02388760298490524
1302,149,95,0.0,194560,-5.357570000000001,50.0,-27.974198508262635,0.1625,940,0.03492431163322181,-0.020612085238099098,0.003727642,3e-05,0.1,0.9799615740776062,-0.5272157192230225,-0.024604974477551878
1303,150,96,0.0,196608,-5.293259890000001,50.0,-27.97165741920471,0.171533203125,950,0.046290118061006066,-0.017841268330812454,0.0038222424,3e-05,0.1,0.9798651933670044,-0.22312426567077637,-0.025350523996166885
1303,152,97,0.0,198656,-5.27855258,50.0,-27.970226216316224,0.173828125,960,0.03842592092696577,-0.02205066941678524,0.0039604725,3e-05,0.1,0.9797825813293457,-0.5134744644165039,-0.02501185912406072
1300,154,98,0.0,200704,-5.1770922299999995,50.0,-27.966735529899598,0.19306640625,970,0.054296736232936384,-0.012638995423913002,0.0043878425,3e-05,0.1,0.9795392751693726,-0.17407619953155518,-0.026108816202031447
1300,155,99,0.0,202752,-5.19066298,50.0,-27.962433648109435,0.181396484375,980,0.03966161631979048,-0.02519671618938446,0.0042863633,3e-05,0.1,0.9793835878372192,-0.19737648963928223,-0.02503259147051722
1301,157,100,0.0,204800,-5.19068361,50.0,-27.958844327926634,0.1685546875,990,0.04415777032263577,-0.019983062520623207,0.0041542477,3e-05,0.1,0.9791622161865234,-0.24792075157165527,-0.025533061771420763
1301,158,101,0.0,206848,-5.22483594,50.0,-27.956258153915407,0.189892578125,1000,0.042599668027833104,-0.022523440420627594,0.004145636,3e-05,0.1,0.9791771173477173,-0.19963812828063965,-0.025041622144635768
1301,160,102,0.0,208896,-5.17724761,50.0,-27.954398655891417,0.16953125,1010,0.045219984278082846,-0.01808915100991726,0.003983084,3e-05,0.1,0.97894686460495,-0.17269933223724365,-0.024661327234935016
1301,162,103,0.0,210944,-5.210430520000001,50.0,-27.947698402404786,0.16083984375,1020,0.041242649080231786,-0.02071934938430786,0.0039773043,3e-05,0.1,0.9785329699516296,-0.14464449882507324,-0.023975111450999974
1302,163,104,0.0,212992,-5.2357785,50.0,-27.939738583564758,0.137451171875,1030,0.04185262371320277,-0.017604606226086617,0.0035131925,3e-05,0.1,0.9782407879829407,-0.20743787288665771,-0.023288206721190363
1302,165,105,0.0,215040,-5.208123079999999,50.0,-27.936217546463013,0.19306640625,1040,0.03317594821564853,-0.027308866381645203,0.004222483,3e-05,0.1,0.9781597852706909,-0.49285244941711426,-0.02566262666368857
1302,166,106,0.0,217088,-5.17068998,50.0,-27.933689737319945,0.1568359375,1050,0.04431500588543713,-0.015990115702152252,0.0039212843,3e-05,0.1,0.977959930896759,-0.15185546875,-0.02516068418044597
1302,168,107,0.0,219136,-5.18938769,50.0,-27.92803063392639,0.181298828125,1060,0.04001006903126836,-0.020434457808732986,0.004153725,3e-05,0.1,0.9776085019111633,-0.2032407522201538,-0.0256949347036425
1302,169,108,0.0,221184,-5.105967339999999,50.0,-27.919315910339357,0.18701171875,1070,0.04573936313390732,-0.020277313888072968,0.004271483,3e-05,0.1,0.9771587252616882,-0.16513121128082275,-0.02626376579864882
1302,171,109,0.0,223232,-5.10400306,50.0,-27.912480759620667,0.158056640625,1080,0.034151806868612765,-0.02347007766366005,0.0037572715,3e-05,0.1,0.9769514203071594,-0.2530708312988281,-0.02429719481151551
1303,172,110,0.0,225280,-5.10084724,50.0,-27.907475900650024,0.168359375,1090,0.03575152598787099,-0.024138590320944786,0.003830636,3e-05,0.1,0.976622462272644,-0.1375824213027954,-0.024124411633238196
1303,174,111,0.0,227328,-5.14315823,50.0,-27.901468348503112,0.190673828125,1100,0.041819014889188114,-0.023529088124632835,0.0041046105,3e-05,0.1,0.9763690829277039,-0.12873589992523193,-0.02602009541587904
1303,175,112,0.0,229376,-5.103929470000001,50.0,-27.898487854003907,0.178173828125,1110,0.0392978192307055,-0.02424597181379795,0.0038936697,3e-05,0.1,0.9763452410697937,-0.15388882160186768,-0.02499125339090824
1303,177,113,0.0,231424,-4.97506699,50.0,-27.89700150489807,0.16142578125,1120,0.03584014899097383,-0.01837058737874031,0.004027305,3e-05,0.1,0.9762338399887085,-0.24833178520202637,-0.02460579728940502
1304,179,114,0.0,233472,-5.033745720000001,50.0,-27.89319541454315,0.175439453125,1130,0.03162099733017385,-0.022634152323007584,0.004074186,3e-05,0.1,0.9759782552719116,-0.3359653949737549,-0.025492035842034966
1304,180,115,0.0,235520,-5.110098430000001,50.0,-27.889542531967162,0.185107421875,1140,0.0323889673454687,-0.027872679755091667,0.004233548,3e-05,0.1,0.9758966565132141,-0.36345160007476807,-0.025997527450090274
1304,182,116,0.0,237568,-5.122008480000001,50.0,-27.88649356365204,0.193994140625,1150,0.03408624455332756,-0.027023058384656906,0.0042230063,3e-05,0.1,0.9756019711494446,-0.12233877182006836,-0.025413635832956062
1304,183,117,0.0,239616,-5.10032655,50.0,-27.880965137481688,0.1716796875,1160,0.03333427601028234,-0.025283778086304665,0.0036067727,3e-05,0.1,0.9754713177680969,-0.1838698387145996,-0.02450415591010824
1304,185,118,0.0,241664,-5.04102437,50.0,-27.87830023765564,0.198779296875,1170,0.025949086737819017,-0.0259619802236557,0.0039748815,3e-05,0.1,0.9752529263496399,-0.35412299633026123,-0.025822291208896786
1304,186,119,0.0,243712,-5.03053717,50.0,-27.871324014663696,0.183740234375,1180,0.029552528681233526,-0.025775188580155373,0.00418532,3e-05,0.1,0.9748631715774536,-0.22996878623962402,-0.025511133094551042
1304,188,120,0.0,245760,-5.07669045,50.0,-27.865644001960753,0.185302734375,1190,0.039122839295305314,-0.02566911280155182,0.0040931976,3e-05,0.1,0.9746479988098145,-0.15707433223724365,-0.025720592716243117
1304,189,121,0.0,247808,-5.02003208,50.0,-27.86023015975952,0.163671875,1200,0.025347848841920494,-0.02532077580690384,0.0041458355,3e-05,0.1,0.9743860363960266,-0.4227457046508789,-0.024038053379626945
1304,191,122,0.0,249856,-5.04456201,50.0,-27.854638695716858,0.19130859375,1210,0.024535459489561616,-0.034413352608680725,0.0040482264,3e-05,0.1,0.9740595817565918,-0.4187430143356323,-0.026181639707647263
1301,193,123,0.0,251904,-5.06030742,50.0,-27.84967439174652,0.189990234375,1220,0.027879857923835516,-0.029831375926733017,0.0043980284,3e-05,0.1,0.973971962928772,-0.3656421899795532,-0.02561457779374905
1302,195,124,0.0,253952,-5.08344326,50.0,-27.844996905326845,0.167919921875,1230,0.0362607650924474,-0.02389458753168583,0.0040526604,3e-05,0.1,0.9735099673271179,-0.12491405010223389,-0.02436497579328716
1302,196,125,0.0,256000,-5.05800418,50.0,-27.83748004436493,0.1919921875,1240,0.0345096041681245,-0.027148522436618805,0.0042903316,3e-05,0.1,0.9733824729919434,-0.18065321445465088,-0.02679452662705444
1302,198,126,0.0,258048,-4.973732129999999,50.0,-27.837112998962404,0.181396484375,1250,0.028577963006682694,-0.02711244858801365,0.0043656947,3e-05,0.1,0.9734445810317993,-0.17875206470489502,-0.02553523189853877
1302,199,127,0.0,260096,-4.9240176700000005,50.0,-27.835382485389708,0.17109375,1260,0.03109616965521127,-0.030200324952602386,0.004452481,3e-05,0.1,0.9731593132019043,-0.10420811176300049,-0.025271767232334243
1302,201,128,0.0,262144,-4.9157955499999995,50.0,-27.82981481552124,0.183056640625,1270,0.030830937740392982,-0.02630726248025894,0.0043258127,3e-05,0.1,0.9729673266410828,-0.1321645975112915,-0.025232398888329045
1302,202,129,0.0,264192,-4.9693293700000005,50.0,-27.826909589767457,0.18037109375,1280,0.026068192324601114,-0.02776620164513588,0.004160215,3e-05,0.1,0.9728398323059082,-0.29646503925323486,-0.025072928139707074
1302,204,130,0.0,266240,-5.02555102,50.0,-27.82182409763336,0.195166015625,1290,0.03356629922054708,-0.03268268331885338,0.0041914973,3e-05,0.1,0.9725316166877747,-0.1666109561920166,-0.02572937570512295
1302,205,131,0.0,268288,-5.013584219999999,50.0,-27.816850566864012,0.179150390625,1300,0.025007643573917448,-0.032494984567165375,0.004257234,3e-05,0.1,0.972346305847168,-0.4264136552810669,-0.025591213576262817
1302,207,132,0.0,270336,-4.94942659,50.0,-27.813405013084413,0.1958984375,1310,0.030573215917684138,-0.027777129784226418,0.00445853,3e-05,0.1,0.9722205996513367,-0.24026942253112793,-0.02653643924277276
1302,209,133,0.0,272384,-4.91876897,50.0,-27.810609149932862,0.193359375,1320,0.022059586900286376,-0.03649022430181503,0.0040704627,3e-05,0.1,0.9720607995986938,-0.34651505947113037,-0.025515735044609755
1302,210,134,0.0,274432,-4.893783340000001,50.0,-27.803397870063783,0.182861328125,1330,0.030152155552059412,-0.03093494474887848,0.0040142206,3e-05,0.1,0.9715189933776855,-0.0633770227432251,-0.025820696470327677
1302,212,135,0.0,276480,-4.92140179,50.0,-27.79416980743408,0.211083984375,1340,0.030515421484597027,-0.028123270720243454,0.0042750696,3e-05,0.1,0.9712035059928894,-0.22867882251739502,-0.026421878201654182
1302,213,136,0.0,278528,-4.97825483,50.0,-27.788011860847472,0.2080078125,1350,0.026908526150509714,-0.02937139943242073,0.004473655,3e-05,0.1,0.9709104299545288,-0.17350149154663086,-0.02730601580115035
1302,215,137,0.0,280576,-4.9252314,50.0,-27.78247697353363,0.184716796875,1360,0.02602525509428233,-0.03137565776705742,0.0041609677,3e-05,0.1,0.9706813097000122,-0.25200021266937256,-0.02486665434553288
1302,216,138,0.0,282624,-4.842550550000001,50.0,-27.777834630012514,0.176611328125,1370,0.03150024784263224,-0.03195119649171829,0.0044838395,3e-05,0.1,0.9704917073249817,-0.118782639503479,-0.026270704821217804
1302,218,139,0.0,284672,-4.84128494,50.0,-27.775482487678527,0.18232421875,1380,0.027524572564288974,-0.029201092198491096,0.004024864,3e-05,0.1,0.9704351425170898,-0.039862632751464844,-0.025105392321711405
1302,220,140,0.0,286720,-4.94176971,50.0,-27.772391438484192,0.18583984375,1390,0.025985561404377223,-0.026355305686593056,0.0043390365,3e-05,0.1,0.9701812863349915,-0.24984490871429443,-0.025430106703424826
1302,221,141,0.0,288768,-4.93025405,50.0,-27.768587899208068,0.1814453125,1400,0.02899075176101178,-0.030254799872636795,0.0041303756,3e-05,0.1,0.9701089859008789,-0.24245202541351318,-0.025487251864979042
1302,223,142,0.0,290816,-4.882620370000001,50.0,-27.76400194168091,0.2068359375,1410,0.02914567133411765,-0.028621982783079147,0.0044849254,3e-05,0.1,0.9696917533874512,-0.07409179210662842,-0.027011187805328518
1302,224,143,0.0,292864,-4.82634908,50.0,-27.75723805427551,0.219677734375,1420,0.023356188437901437,-0.029457740485668182,0.005014665,3e-05,0.1,0.9695164561271667,-0.1775040626525879,-0.027049210265977307
1302,226,144,0.0,294912,-4.810740979999999,50.0,-27.75249969959259,0.19873046875,1430,0.023162422562018038,-0.033483993262052536,0.0043087117,3e-05,0.1,0.9692040681838989,-0.27716004848480225,-0.025377876561833546
1302,227,145,0.0,296960,-4.82692656,50.0,-27.745527505874634,0.203955078125,1440,0.023461073311045764,-0.028550924733281136,0.004434237,3e-05,0.1,0.9688652157783508,-0.22789525985717773,-0.02569196859258227
1302,229,146,0.0,299008,-4.81377099,50.0,-27.741046166419984,0.182568359375,1450,0.02928470226470381,-0.029906971380114555,0.0040588127,3e-05,0.1,0.968793511390686,-0.1803750991821289,-0.025511559483129533
1300,231,147,0.0,301056,-4.81222238,50.0,-27.740021419525146,0.179150390625,1460,0.028672729758545755,-0.026238858699798584,0.004065102,3e-05,0.1,0.9687264561653137,-0.07848536968231201,-0.0248416414600797
1300,233,148,0.0,303104,-4.83351047,50.0,-27.7384553194046,0.210498046875,1470,0.03109358991496265,-0.028077257797122,0.0047192476,3e-05,0.1,0.9686843752861023,-0.04712224006652832,-0.026909936277661473
1300,234,149,0.0,305152,-4.85603145,50.0,-27.737134099006653,0.193701171875,1480,0.02545644554775208,-0.028812114149332047,0.0043054116,3e-05,0.1,0.9686186909675598,-0.12382090091705322,-0.026581117958994583
1300,236,150,0.0,307200,-4.84241665,50.0,-27.735303378105165,0.20673828125,1490,0.026157695753499865,-0.02761109173297882,0.0047825715,3e-05,0.1,0.9684346914291382,-0.08686614036560059,-0.02614411287358962
1300,237,151,0.0,309248,-4.775388629999999,50.0,-27.731035804748537,0.205859375,1500,0.024432943016290665,-0.030821843072772026,0.004737517,3e-05,0.1,0.9682697057723999,-0.21261441707611084,-0.02634434937790502
1300,239,152,0.0,311296,-4.83863171,50.0,-27.72813982963562,0.207275390625,1510,0.02841964301187545,-0.027060555294156075,0.0045912554,3e-05,0.1,0.968183159828186,-0.044211506843566895,-0.027366398164303973
1300,240,153,0.0,313344,-4.80353687,50.0,-27.725608587265015,0.187060546875,1520,0.022535664378665388,-0.03129492700099945,0.0043325545,3e-05,0.1,0.9680525064468384,-0.276853084564209,-0.026097658346407114
1301,242,154,0.0,315392,-4.72774422,50.0,-27.724776458740234,0.195849609375,1530,0.028363926615566016,-0.02399461716413498,0.004424632,3e-05,0.1,0.9680883288383484,-0.04498469829559326,-0.02568144578835927
1301,243,155,0.0,317440,-4.6729090499999995,50.0,-27.72200176715851,0.20205078125,1540,0.027180912834592164,-0.02640685811638832,0.004024939,3e-05,0.1,0.9677678942680359,-0.1009141206741333,-0.025841669202782212
