rollout/success_rate,time/iterations,time/fps,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,train/explained_variance,train/entropy_loss,train/policy_gradient_loss,train/n_updates,train/clip_range,train/approx_kl,train/learning_rate,train/value_loss,train/clip_fraction,train/loss,train/std
0.0,30,1309,61440,50.0,46,-5.41246569,-0.08492577075958252,-27.551449704170228,-0.10643444953020662,290,0.2,0.115981184,0.0003,0.029453258076682687,0.579345703125,-0.12774935364723206,0.9590452313423157
0.0,31,1310,63488,50.0,48,-5.480084550000002,-0.2641061544418335,-27.520107340812682,-0.10693531049182639,300,0.2,0.11800312,0.0003,0.025780381355434655,0.5759765625,-0.13452064990997314,0.9573057293891907
0.0,32,1310,65536,50.0,50,-5.43126415,-0.251173734664917,-27.490080761909486,-0.11215360366040841,310,0.2,0.121841624,0.0003,0.022686428506858647,0.587646484375,-0.14070169627666473,0.9562877416610718
0.0,33,1310,67584,50.0,51,-5.33595089,-0.023407816886901855,-27.47357909679413,-0.109586947230855,320,0.2,0.11798716,0.0003,0.029082522657699884,0.590087890625,-0.1426234096288681,0.9557464718818665
0.0,34,1310,69632,50.0,53,-5.24966534,0.029816389083862305,-27.45631034374237,-0.10937750325538217,330,0.2,0.10984311,0.0003,0.030541234905831514,0.58203125,-0.13089098036289215,0.9545690417289734
0.0,35,1311,71680,50.0,54,-5.270743460000001,-0.28862881660461426,-27.42201237678528,-0.11137040017347317,340,0.2,0.11286533,0.0003,0.022569168591871858,0.580419921875,-0.13847430050373077,0.9530137777328491
0.0,36,1312,73728,50.0,56,-5.255234840000001,-0.0489804744720459,-27.381741189956664,-0.11115215654717758,350,0.2,0.12205463,0.0003,0.028515406721271574,0.5880859375,-0.13526082038879395,0.9500740170478821
0.0,37,1312,75776,50.0,57,-5.19395871,-0.03762185573577881,-27.334506487846376,-0.10804786690277979,360,0.2,0.11020517,0.0003,0.03643320060800761,0.5740234375,-0.12984614074230194,0.9483909606933594
0.0,38,1312,77824,50.0,59,-5.178441340000001,-0.24073219299316406,-27.290643739700318,-0.10996893148403615,370,0.2,0.108216055,0.0003,0.02720917679835111,0.580029296875,-0.1352737993001938,0.9465295672416687
0.0,39,1312,79872,50.0,60,-5.190878170000001,-0.22894668579101562,-27.267766427993774,-0.10997795162256807,380,0.2,0.12064761,0.0003,0.020634393231011926,0.59609375,-0.13997414708137512,0.9458651542663574
0.0,40,1312,81920,50.0,62,-5.128292029999999,0.02541452646255493,-27.233286380767822,-0.1084973031654954,390,0.2,0.11712597,0.0003,0.0244902997976169,0.592529296875,-0.1451932042837143,0.9439999461174011
0.0,41,1311,83968,50.0,64,-5.08686773,-0.07991993427276611,-27.202985191345213,-0.11152458850992844,400,0.2,0.1156026,0.0003,0.025232901494018734,0.58125,-0.13601619005203247,0.9425592422485352
0.0,42,1310,86016,50.0,65,-4.99105845,-0.12728846073150635,-27.16627688407898,-0.10961425471177791,410,0.2,0.1231411,0.0003,0.020570409786887466,0.5921875,-0.1384202390909195,0.9408294558525085
0.0,43,1310,88064,50.0,67,-4.95964137,-0.08991551399230957,-27.13753561973572,-0.11093296532053501,420,0.2,0.13187364,0.0003,0.018406295124441384,0.597509765625,-0.13844797015190125,0.9398153424263
0.0,44,1310,90112,50.0,68,-4.93044688,-0.13255274295806885,-27.118536758422852,-0.11247159847989678,430,0.2,0.12348887,0.0003,0.020392952580004932,0.587353515625,-0.13726502656936646,0.9391616582870483
0.0,45,1310,92160,50.0,70,-4.96879046,0.02143096923828125,-27.099589228630066,-0.10833101449534296,440,0.2,0.1317153,0.0003,0.02134810566203669,0.586474609375,-0.13907590508460999,0.937680721282959
0.0,46,1310,94208,50.0,71,-4.98324268,-0.10890638828277588,-27.064830660820007,-0.1094155925908126,450,0.2,0.12553725,0.0003,0.020934749394655228,0.59228515625,-0.13635028898715973,0.9365497827529907
0.0,47,1310,96256,50.0,73,-4.9114960299999995,-0.1406865119934082,-27.036747694015503,-0.1103372517565731,460,0.2,0.13479006,0.0003,0.020104201207868756,0.5998046875,-0.1412104070186615,0.9350383877754211
0.0,48,1310,98304,50.0,75,-4.88136094,-0.014383792877197266,-26.996464896202088,-0.10623395062284544,470,0.2,0.12574843,0.0003,0.024344341666437685,0.5900390625,-0.13332796096801758,0.9330064654350281
0.0,49,1304,100352,50.0,76,-4.908334470000001,-0.24186456203460693,-26.963627314567567,-0.1093060658313334,480,0.2,0.12309409,0.0003,0.018339409539476038,0.597021484375,-0.1366681307554245,0.9319164156913757
0.0,50,1304,102400,50.0,78,-4.92515037,-0.11046719551086426,-26.948437023162843,-0.11168229064205662,490,0.2,0.12815331,0.0003,0.02389002402778715,0.5966796875,-0.139822319149971,0.9309890866279602
0.0,51,1304,104448,50.0,80,-4.9006523600000005,-0.07164084911346436,-26.929030442237853,-0.11009827439847868,500,0.2,0.14063874,0.0003,0.023315900447778405,0.597216796875,-0.13575857877731323,0.9303733706474304
0.0,52,1305,106496,50.0,81,-4.853148050000001,-0.08465981483459473,-26.893695688247682,-0.11122212168993428,510,0.2,0.12678468,0.0003,0.01863933525746688,0.597412109375,-0.13875000178813934,0.9280544519424438
0.0,53,1305,108544,50.0,83,-4.8492667,-0.02777707576751709,-26.842976927757263,-0.11348062986508012,520,0.2,0.13325673,0.0003,0.023742918949574233,0.6091796875,-0.13890618085861206,0.9259475469589233
0.0,54,1305,110592,50.0,84,-4.7936211,0.08668231964111328,-26.81521954536438,-0.10892291368218139,530,0.2,0.13891456,0.0003,0.021574433823116124,0.605126953125,-0.14003674685955048,0.925208568572998
0.0,55,1305,112640,50.0,86,-4.774861899999999,-0.10444259643554688,-26.775370907783508,-0.10994535368517973,540,0.2,0.15053108,0.0003,0.012728002853691578,0.6103515625,-0.14469362795352936,0.9224697947502136
0.0,56,1305,114688,50.0,87,-4.79498861,-0.06905078887939453,-26.719842982292175,-0.10684769437648356,550,0.2,0.12841299,0.0003,0.020374670915771276,0.597412109375,-0.13020648062229156,0.9205056428909302
0.0,57,1305,116736,50.0,89,-4.81505593,-0.05253779888153076,-26.688535165786742,-0.11051409234059975,560,0.2,0.13594495,0.0003,0.018370397086255253,0.60546875,-0.14010566473007202,0.9189131855964661
0.0,58,1305,118784,50.0,90,-4.80560645,-0.24354422092437744,-26.652858209609985,-0.10982128321775235,570,0.2,0.14426476,0.0003,0.014859940542373806,0.6205078125,-0.13537651300430298,0.9175241589546204
0.0,59,1305,120832,50.0,92,-4.83992808,-0.15709137916564941,-26.62645604610443,-0.10970082067651674,580,0.2,0.14856425,0.0003,0.014515575277619064,0.6240234375,-0.1461149901151657,0.916455090045929
0.0,60,1305,122880,50.0,94,-4.79965743,-0.09821271896362305,-26.59270441532135,-0.10772348890313879,590,0.2,0.13571253,0.0003,0.014400278637185692,0.607470703125,-0.14054636657238007,0.9141440391540527
0.0,61,1305,124928,50.0,95,-4.7873388299999995,0.05763810873031616,-26.54172384738922,-0.10681970614241436,600,0.2,0.14728759,0.0003,0.016286262939684094,0.605322265625,-0.13449564576148987,0.9124418497085571
0.0,62,1306,126976,50.0,97,-4.7590324200000005,-0.05860710144042969,-26.517785668373108,-0.10668409180943854,610,0.2,0.14900282,0.0003,0.017428497900255024,0.59873046875,-0.13393369317054749,0.9115649461746216
0.0,63,1306,129024,50.0,98,-4.74893962,0.05028343200683594,-26.49240310192108,-0.11259135446161964,620,0.2,0.15745577,0.0003,0.019862740219105036,0.6251953125,-0.14372143149375916,0.9101667404174805
0.0,64,1306,131072,50.0,100,-4.74537373,0.08821040391921997,-26.467959547042845,-0.10878838778007775,630,0.2,0.15840322,0.0003,0.016758180467877536,0.630322265625,-0.13909608125686646,0.9097722768783569
0.0,65,1306,133120,50.0,101,-4.74815229,-0.07873785495758057,-26.44731044769287,-0.11036158404313028,640,0.2,0.15676689,0.0003,0.019791296613402665,0.61611328125,-0.13877969980239868,0.9081346392631531
0.0,66,1306,135168,50.0,103,-4.723062870000001,-0.017159104347229004,-26.423728156089783,-0.11153410724364221,650,0.2,0.15817958,0.0003,0.013822560792323201,0.621142578125,-0.14213886857032776,0.9079534411430359
0.0,67,1306,137216,50.0,105,-4.6680519700000005,-0.04495859146118164,-26.39720039367676,-0.11076211058534682,660,0.2,0.16216418,0.0003,0.01622179471887648,0.6349609375,-0.14354215562343597,0.9057718515396118
0.0,68,1306,139264,50.0,106,-4.6585509300000005,0.018484890460968018,-26.361432433128357,-0.11529950816184283,670,0.2,0.1659857,0.0003,0.014300470298621804,0.634423828125,-0.13956093788146973,0.9045923352241516
0.0,69,1306,141312,50.0,108,-4.66407815,-0.1316150426864624,-26.316444849967958,-0.11259821592248045,680,0.2,0.14221539,0.0003,0.015276370034553111,0.61318359375,-0.14640435576438904,0.9017831683158875
0.0,70,1306,143360,50.0,109,-4.677904949999999,-0.07622098922729492,-26.26253788471222,-0.11018997532664798,690,0.2,0.16664733,0.0003,0.011900711862836033,0.617041015625,-0.13982343673706055,0.900107204914093
0.0,71,1306,145408,50.0,111,-4.666003300000001,0.06181055307388306,-26.229143810272216,-0.11094874865375459,700,0.2,0.16380021,0.0003,0.015601574699394405,0.619873046875,-0.1451067179441452,0.8984898328781128
0.0,72,1306,147456,50.0,112,-4.65315399,-0.06728780269622803,-26.177204179763795,-0.11308574043214321,710,0.2,0.17137861,0.0003,0.0179049841593951,0.63837890625,-0.14009404182434082,0.8959426879882812
0.0,73,1307,149504,50.0,114,-4.6562148400000005,0.01964038610458374,-26.122858929634095,-0.10973855829215609,720,0.2,0.1647084,0.0003,0.013207523128949105,0.644921875,-0.14527712762355804,0.893603503704071
0.0,74,1303,151552,50.0,116,-4.65417732,0.03225642442703247,-26.066993880271912,-0.10782018477329984,730,0.2,0.1741184,0.0003,0.0210749345831573,0.614013671875,-0.13725122809410095,0.8911838531494141
0.0,75,1303,153600,50.0,117,-4.61237524,-0.023705720901489258,-26.022839188575745,-0.11444696158869191,740,0.2,0.17141473,0.0003,0.01848262334242463,0.6423828125,-0.14160889387130737,0.8898417353630066
0.0,76,1303,155648,50.0,119,-4.5893783,0.006808578968048096,-26.004108667373657,-0.110629663587315,750,0.2,0.17853664,0.0003,0.017299688002094627,0.62587890625,-0.1335008442401886,0.888981819152832
0.0,77,1303,157696,50.0,120,-4.61137751,0.02526193857192993,-25.975471949577333,-0.10897884229198099,760,0.2,0.16957715,0.0003,0.015802982298191638,0.6291015625,-0.1331949532032013,0.8879342079162598
0.0,78,1303,159744,50.0,122,-4.59487559,0.01471930742263794,-25.931762385368348,-0.11263086188118905,770,0.2,0.18514961,0.0003,0.016295057942625136,0.6375,-0.14187735319137573,0.8852881193161011
0.0,79,1303,161792,50.0,124,-4.57108522,0.02777230739593506,-25.879832673072816,-0.10974978393642232,780,0.2,0.16832066,0.0003,0.01967618251219392,0.630859375,-0.13237372040748596,0.8833667635917664
0.0,80,1303,163840,50.0,125,-4.50245215,0.05673563480377197,-25.845823764801025,-0.11366035561077296,790,0.2,0.1780008,0.0003,0.018167410022579135,0.632080078125,-0.1440812051296234,0.8819640874862671
0.0,81,1303,165888,50.0,127,-4.5526299,0.09007269144058228,-25.811323952674865,-0.10983570407843217,800,0.2,0.17327052,0.0003,0.019280487846117467,0.633056640625,-0.13433176279067993,0.8807986378669739
0.0,82,1303,167936,50.0,128,-4.51417962,0.05976313352584839,-25.771683549880983,-0.10870437655830756,810,0.2,0.17701533,0.0003,0.013199530460406094,0.640576171875,-0.14123022556304932,0.878587543964386
0.0,83,1303,169984,50.0,130,-4.5254476,0.03869318962097168,-25.726582598686218,-0.11023017389234155,820,0.2,0.18765709,0.0003,0.018726361950393768,0.6384765625,-0.13917510211467743,0.8763378262519836
0.0,84,1303,172032,50.0,131,-4.54295959,-0.0021857023239135742,-25.663605308532716,-0.1077745835762471,830,0.2,0.19118004,0.0003,0.011669686040841043,0.63359375,-0.14367704093456268,0.8731792569160461
0.0,85,1303,174080,50.0,133,-4.47753302,0.0890694260597229,-25.600319147109985,-0.11045443644979969,840,0.2,0.19708285,0.0003,0.013189888757187873,0.637548828125,-0.14606860280036926,0.8708935976028442
0.0,86,1303,176128,50.0,135,-4.418671209999999,0.11342334747314453,-25.585377383232117,-0.11027498009498231,850,0.2,0.21956143,0.0003,0.014917654101736844,0.647314453125,-0.1379297375679016,0.8722391128540039
0.0,87,1303,178176,50.0,136,-4.41122893,0.117470383644104,-25.58311219215393,-0.10701487156329677,860,0.2,0.1918985,0.0003,0.016083214373793453,0.641162109375,-0.13778792321681976,0.8706811666488647
0.0,88,1304,180224,50.0,138,-4.43329044,0.053491950035095215,-25.538317227363585,-0.11458891176152974,870,0.2,0.20992039,0.0003,0.01639441439183429,0.66171875,-0.13840138912200928,0.8689793348312378
0.0,89,1304,182272,50.0,139,-4.3997408,0.008240818977355957,-25.498602414131163,-0.11482132257078774,880,0.2,0.19561768,0.0003,0.017591035435907544,0.650390625,-0.1427437961101532,0.8673030734062195
0.0,90,1304,184320,50.0,141,-4.408930810000001,0.1495988965034485,-25.464520263671876,-0.10638302668812685,890,0.2,0.19595551,0.0003,0.016513721738010644,0.651953125,-0.1346544325351715,0.8657538294792175
0.0,91,1304,186368,50.0,142,-4.469319680000001,0.10382390022277832,-25.42028968334198,-0.11304739046609029,900,0.2,0.1783059,0.0003,0.01795241340296343,0.64921875,-0.13348087668418884,0.8635139465332031
0.0,92,1304,188416,50.0,144,-4.43704295,0.09867089986801147,-25.38851637840271,-0.11342257112264634,910,0.2,0.19750914,0.0003,0.01703330735908821,0.655419921875,-0.13771261274814606,0.8628252744674683
0.0,93,1305,190464,50.0,145,-4.401079230000001,0.08389663696289062,-25.36418213844299,-0.1102830447256565,920,0.2,0.20382717,0.0003,0.01927823118166998,0.63212890625,-0.14000356197357178,0.8615193367004395
0.0,94,1305,192512,50.0,147,-4.48563449,0.12456130981445312,-25.321565246582033,-0.10985771111445501,930,0.2,0.21600103,0.0003,0.011673291365150362,0.6484375,-0.14125290513038635,0.8594001531600952
0.0,95,1305,194560,50.0,149,-4.478149409999999,0.1684499979019165,-25.287339329719543,-0.11422868338413536,940,0.2,0.21837144,0.0003,0.014854731399100273,0.66337890625,-0.1433788686990738,0.8586634397506714
0.0,96,1305,196608,50.0,150,-4.4307794,0.18061327934265137,-25.275587487220765,-0.11269976929761469,950,0.2,0.20893948,0.0003,0.017967180348932743,0.6517578125,-0.14150138199329376,0.8579862713813782
0.0,97,1305,198656,50.0,152,-4.42143854,0.03999239206314087,-25.240539073944092,-0.11121632875292561,960,0.2,0.21447885,0.0003,0.012665517907589675,0.64482421875,-0.14001131057739258,0.856512725353241
0.0,98,1302,200704,50.0,154,-4.36828621,0.20576274394989014,-25.194539046287538,-0.11292556709377095,970,0.2,0.23722902,0.0003,0.018649267172440885,0.662158203125,-0.14149856567382812,0.8541232943534851
0.0,99,1303,202752,50.0,155,-4.3909921800000005,0.15410113334655762,-25.145739030838012,-0.11228889243211597,980,0.2,0.2130393,0.0003,0.016393814655020832,0.657666015625,-0.14354686439037323,0.8521751165390015
0.0,100,1303,204800,50.0,157,-4.395846919999999,0.16812098026275635,-25.107040095329285,-0.11132228503702209,990,0.2,0.19957016,0.0003,0.018652878410648555,0.650341796875,-0.13964076340198517,0.851037859916687
0.0,101,1303,206848,50.0,158,-4.44110744,0.2414972186088562,-25.083303999900817,-0.11422995503526182,1000,0.2,0.2032718,0.0003,0.01574605474015698,0.650537109375,-0.14191754162311554,0.8503092527389526
0.0,102,1304,208896,50.0,160,-4.39973781,0.14604365825653076,-25.069190096855163,-0.11084675162564964,1010,0.2,0.21269101,0.0003,0.015780603454913944,0.659912109375,-0.14518065750598907,0.8494918942451477
0.0,103,1304,210944,50.0,161,-4.422075899999999,0.25029414892196655,-25.04136347770691,-0.11304543723817914,1020,0.2,0.21713978,0.0003,0.017806606274098156,0.64970703125,-0.13380004465579987,0.8483943939208984
0.0,104,1304,212992,50.0,163,-4.41410749,0.18846309185028076,-25.01791305541992,-0.1097124740248546,1030,0.2,0.22912186,0.0003,0.015044644603040069,0.664306640625,-0.13173289597034454,0.8471417427062988
0.0,105,1304,215040,50.0,164,-4.400687809999999,0.11550402641296387,-24.986010241508485,-0.11340661550057121,1040,0.2,0.23705587,0.0003,0.012667398701887577,0.664697265625,-0.14577242732048035,0.8458797335624695
0.0,106,1304,217088,50.0,166,-4.38094289,0.21038037538528442,-24.938401460647583,-0.10626194350188597,1050,0.2,0.21023774,0.0003,0.015971754933707415,0.666015625,-0.1385251134634018,0.8430881500244141
0.0,107,1304,219136,50.0,167,-4.41647627,0.24915707111358643,-24.874557518959044,-0.1096016575815156,1060,0.2,0.21335761,0.0003,0.012923741713166237,0.651123046875,-0.13624781370162964,0.8410345315933228
0.0,108,1304,221184,50.0,169,-4.36175951,0.19389832019805908,-24.820859909057617,-0.1139081017463468,1070,0.2,0.22575489,0.0003,0.015782778454013168,0.660009765625,-0.1414608359336853,0.8386933207511902
0.0,109,1304,223232,50.0,171,-4.3694885800000005,0.12170350551605225,-24.7836341381073,-0.11512824454111978,1080,0.2,0.21706331,0.0003,0.012972494319546968,0.648388671875,-0.14877110719680786,0.8377707600593567
0.0,110,1304,225280,50.0,172,-4.39573469,0.0692949891090393,-24.73972737789154,-0.11215971470810474,1090,0.2,0.22786061,0.0003,0.012932922248728574,0.665478515625,-0.14139552414417267,0.8350909352302551
0.0,111,1304,227328,50.0,174,-4.362017340000001,0.18555724620819092,-24.692809844017027,-0.11166826400440186,1100,0.2,0.23356761,0.0003,0.013558738608844578,0.6513671875,-0.14677008986473083,0.8339227437973022
0.0,112,1304,229376,50.0,175,-4.38376627,-0.024654746055603027,-24.66707866191864,-0.11204076784197241,1110,0.2,0.23340529,0.0003,0.012769307580310852,0.658642578125,-0.14637641608715057,0.8324384689331055
0.0,113,1304,231424,50.0,177,-4.3000099,0.05787235498428345,-24.636987948417662,-0.11223646188154816,1120,0.2,0.22857064,0.0003,0.015468422195408494,0.65791015625,-0.13703759014606476,0.8319530487060547
0.0,114,1304,233472,50.0,178,-4.3048436699999995,0.02818232774734497,-24.614266061782835,-0.11324880594620482,1130,0.2,0.23234175,0.0003,0.01213929062942043,0.664208984375,-0.14142794907093048,0.8305527567863464
0.0,115,1304,235520,50.0,180,-4.36177023,0.004221916198730469,-24.580579233169555,-0.1128241978934966,1140,0.2,0.25469327,0.0003,0.014337411266751587,0.668896484375,-0.13879865407943726,0.8294728398323059
0.0,116,1304,237568,50.0,182,-4.412768740000001,0.12765341997146606,-24.552781724929808,-0.10852642304380425,1150,0.2,0.25082427,0.0003,0.011828973121009768,0.662744140625,-0.12844546139240265,0.8282365798950195
0.0,117,1304,239616,50.0,183,-4.35143964,0.1435062289237976,-24.53036313056946,-0.11073991635930724,1160,0.2,0.23729631,0.0003,0.014741819258779288,0.67099609375,-0.1374032348394394,0.8276381492614746
0.0,118,1304,241664,50.0,185,-4.31405073,0.01634681224822998,-24.51888015270233,-0.10919615119928494,1170,0.2,0.24688666,0.0003,0.012977877166122198,0.673876953125,-0.14269207417964935,0.8272139430046082
0.0,119,1305,243712,50.0,186,-4.288563109999999,0.09761613607406616,-24.48337004184723,-0.11088345942553132,1180,0.2,0.25131172,0.0003,0.013231671776156872,0.67265625,-0.14288966357707977,0.8250311017036438
0.0,120,1305,245760,50.0,188,-4.3184694,0.11019903421401978,-24.438812375068665,-0.1092271942878142,1190,0.2,0.25542265,0.0003,0.015002310927957296,0.670947265625,-0.13425873219966888,0.8235461115837097
0.0,121,1305,247808,50.0,189,-4.292387280000001,0.02007991075515747,-24.40146048069,-0.11204898204887286,1200,0.2,0.2983318,0.0003,0.013141674397047609,0.669482421875,-0.14514382183551788,0.8219311833381653
0.0,122,1305,249856,50.0,191,-4.35476717,0.11708700656890869,-24.351233029365538,-0.11436182575998828,1210,0.2,0.24940336,0.0003,0.014643480046652257,0.670947265625,-0.140313059091568,0.819583535194397
0.0,123,1303,251904,50.0,193,-4.376565729999999,0.007375478744506836,-24.318435668945312,-0.11233985489816405,1220,0.2,0.25677136,0.0003,0.017161934752948582,0.683740234375,-0.14043663442134857,0.8190951347351074
0.0,124,1303,253952,50.0,194,-4.41998252,0.07274836301803589,-24.286822414398195,-0.10707764873513952,1230,0.2,0.27580905,0.0003,0.018355185934342443,0.68359375,-0.12994767725467682,0.8171590566635132
0.0,125,1304,256000,50.0,196,-4.3568881699999995,-0.06632590293884277,-24.2495228767395,-0.11290593026205897,1240,0.2,0.26160896,0.0003,0.015515211946330964,0.67451171875,-0.14560724794864655,0.8160966038703918
0.0,126,1304,258048,50.0,197,-4.30767185,0.12007218599319458,-24.21997776031494,-0.11392075246549212,1250,0.2,0.2555817,0.0003,0.016321348235942425,0.6650390625,-0.14007611572742462,0.8148406147956848
0.0,127,1304,260096,50.0,199,-4.28588979,0.08185917139053345,-24.184190583229064,-0.11566255678189918,1260,0.2,0.28727698,0.0003,0.018430878990329802,0.68212890625,-0.1333092898130417,0.8136957287788391
0.0,128,1304,262144,50.0,200,-4.25187246,0.05991780757904053,-24.172366523742674,-0.1144791879458353,1270,0.2,0.26767313,0.0003,0.014452044176869095,0.68154296875,-0.14173263311386108,0.8135319948196411
